pair_id	score_mean	score_sd_across_crop_seeds	score_seed13	score_seed29	score_seed47	score_seed71	score_seed97
SP:0010817	0.75720656	0.00000000	0.75720656	0.75720656	0.75720656	0.75720656	0.75720656
SP:0010818	0.66278196	0.00000000	0.66278196	0.66278196	0.66278196	0.66278196	0.66278196
SP:0010819	0.57911576	0.00000000	0.57911576	0.57911576	0.57911576	0.57911576	0.57911576
SP:0010820	0.55302492	0.00000000	0.55302492	0.55302492	0.55302492	0.55302492	0.55302492
SP:0010827	0.61838053	0.14105574	0.71827630	0.51811604	0.72513359	0.38855818	0.74181854
SP:0010829	0.63868783	0.06145509	0.66630923	0.60015920	0.74676299	0.60094824	0.57925948
SP:0010831	0.62700206	0.03818394	0.66310611	0.64112425	0.57020235	0.59465654	0.66592103
SP:0010832	0.62946190	0.05372357	0.68088240	0.59410444	0.58403695	0.70755580	0.58072990
SP:0010834	0.44855798	0.00000000	0.44855798	0.44855798	0.44855798	0.44855798	0.44855798
SP:0010835	0.40015708	0.00000000	0.40015708	0.40015708	0.40015708	0.40015708	0.40015708
SP:0010846	0.98622188	0.00000000	0.98622188	0.98622188	0.98622188	0.98622188	0.98622188
SP:0010847	0.60708967	0.08636748	0.70926208	0.52938855	0.56846566	0.71221724	0.51611482
SP:0010850	0.56508586	0.00000000	0.56508586	0.56508586	0.56508586	0.56508586	0.56508586
SP:0010860	0.99839833	0.00000000	0.99839833	0.99839833	0.99839833	0.99839833	0.99839833
SP:0010861	0.99597693	0.00000000	0.99597693	0.99597693	0.99597693	0.99597693	0.99597693
SP:0010872	0.67992912	0.00000000	0.67992912	0.67992912	0.67992912	0.67992912	0.67992912
SP:0010874	0.83773836	0.00000000	0.83773836	0.83773836	0.83773836	0.83773836	0.83773836
SP:0010875	0.99425548	0.00000000	0.99425548	0.99425548	0.99425548	0.99425548	0.99425548
SP:0010879	0.64832851	0.00000000	0.64832851	0.64832851	0.64832851	0.64832851	0.64832851
SP:0010881	0.60179198	0.00000000	0.60179198	0.60179198	0.60179198	0.60179198	0.60179198
SP:0010882	0.72900003	0.00000000	0.72900003	0.72900003	0.72900003	0.72900003	0.72900003
SP:0010883	0.85106230	0.00000000	0.85106230	0.85106230	0.85106230	0.85106230	0.85106230
SP:0010887	0.92634468	0.02067841	0.90276084	0.91752705	0.91535258	0.93318028	0.96290263
SP:0010906	0.81371385	0.00000000	0.81371385	0.81371385	0.81371385	0.81371385	0.81371385
SP:0010909	0.68694108	0.01108433	0.69564280	0.68102959	0.67555150	0.70422053	0.67826098
SP:0010910	0.70183738	0.03780092	0.73553556	0.66009894	0.67894199	0.75770432	0.67690608
SP:0010911	0.54544304	0.02151321	0.56180689	0.51800468	0.57527467	0.54673247	0.52539649
SP:0010912	0.55153324	0.02519468	0.56335058	0.58100409	0.51622917	0.52731152	0.56977083
SP:0010917	0.76691383	0.00000000	0.76691383	0.76691383	0.76691383	0.76691383	0.76691383
SP:0010918	0.77553451	0.00000000	0.77553451	0.77553451	0.77553451	0.77553451	0.77553451
SP:0010922	0.79283565	0.00000000	0.79283565	0.79283565	0.79283565	0.79283565	0.79283565
SP:0010933	0.94073809	0.00000000	0.94073809	0.94073809	0.94073809	0.94073809	0.94073809
SP:0010934	0.55978894	0.00000000	0.55978894	0.55978894	0.55978894	0.55978894	0.55978894
SP:0010951	0.88698345	0.00000000	0.88698345	0.88698345	0.88698345	0.88698345	0.88698345
SP:0010955	0.42712310	0.06560116	0.49104266	0.48782689	0.33863841	0.46035855	0.35774902
SP:0010960	0.41931871	0.00000000	0.41931871	0.41931871	0.41931871	0.41931871	0.41931871
SP:0010970	0.74027097	0.00000000	0.74027097	0.74027097	0.74027097	0.74027097	0.74027097
SP:0010971	0.90466618	0.00000000	0.90466618	0.90466618	0.90466618	0.90466618	0.90466618
SP:0010972	0.93444229	0.00000000	0.93444229	0.93444229	0.93444229	0.93444229	0.93444229
SP:0010973	0.96808103	0.00000000	0.96808103	0.96808103	0.96808103	0.96808103	0.96808103
SP:0010983	0.72790922	0.04924689	0.78208152	0.64674166	0.75321246	0.69743601	0.76007444
SP:0010991	0.89403145	0.00613883	0.89415744	0.88596311	0.90238169	0.89899966	0.88865536
SP:0010992	0.98108885	0.00000000	0.98108885	0.98108885	0.98108885	0.98108885	0.98108885
SP:0010997	0.73666510	0.00000000	0.73666510	0.73666510	0.73666510	0.73666510	0.73666510
SP:0011002	0.90328580	0.00000000	0.90328580	0.90328580	0.90328580	0.90328580	0.90328580
SP:0011006	0.92543584	0.00000000	0.92543584	0.92543584	0.92543584	0.92543584	0.92543584
SP:0011010	0.68137142	0.00000000	0.68137142	0.68137142	0.68137142	0.68137142	0.68137142
SP:0011013	0.98016974	0.00000000	0.98016974	0.98016974	0.98016974	0.98016974	0.98016974
SP:0011014	0.85939619	0.00997851	0.86869619	0.84701819	0.86401967	0.86947650	0.84777039
SP:0011015	0.68681477	0.04127238	0.61407804	0.67415691	0.73042223	0.71978107	0.69563559
SP:0011016	0.63082564	0.10309065	0.45733176	0.66494807	0.68078342	0.76322728	0.58783767
SP:0011017	0.60254750	0.13020975	0.57092154	0.63359122	0.65610364	0.77422413	0.37789697
SP:0011018	0.65666792	0.06658686	0.64538165	0.70757136	0.73709875	0.65038234	0.54290551
SP:0011031	0.77236730	0.00000000	0.77236730	0.77236730	0.77236730	0.77236730	0.77236730
SP:0011033	0.82889261	0.00000000	0.82889261	0.82889261	0.82889261	0.82889261	0.82889261
SP:0011039	0.53012086	0.00000000	0.53012086	0.53012086	0.53012086	0.53012086	0.53012086
SP:0011040	0.77691166	0.02444966	0.79083130	0.76128346	0.73939467	0.78284809	0.81020078
SP:0011041	0.38924173	0.07274690	0.38879372	0.48922119	0.32739714	0.29316630	0.44763029
SP:0011042	0.80734591	0.04718770	0.86935472	0.76005125	0.75994622	0.85738298	0.78999436
SP:0011043	0.69471188	0.07241703	0.77003568	0.78723541	0.64443888	0.60023428	0.67161516
SP:0011044	0.86710015	0.00000000	0.86710015	0.86710015	0.86710015	0.86710015	0.86710015
SP:0011045	0.80914217	0.00000000	0.80914217	0.80914217	0.80914217	0.80914217	0.80914217
SP:0011066	0.98207214	0.00000000	0.98207214	0.98207214	0.98207214	0.98207214	0.98207214
SP:0011081	0.56013219	0.00000000	0.56013219	0.56013219	0.56013219	0.56013219	0.56013219
SP:0011093	0.60824233	0.00000000	0.60824233	0.60824233	0.60824233	0.60824233	0.60824233
SP:0011101	0.41631730	0.03441896	0.41294925	0.36534971	0.46286812	0.39657708	0.44384234
SP:0011102	0.37081729	0.03946487	0.41073012	0.31916853	0.42185749	0.35980347	0.34252688
SP:0011103	0.45738046	0.05606506	0.49935193	0.34638649	0.48451493	0.47503796	0.48161098
SP:0011104	0.45033699	0.02124697	0.43589387	0.44341049	0.46225155	0.42494863	0.48518041
SP:0011106	0.51139342	0.00000000	0.51139342	0.51139342	0.51139342	0.51139342	0.51139342
SP:0011119	0.75333724	0.00000000	0.75333724	0.75333724	0.75333724	0.75333724	0.75333724
SP:0011120	0.60932541	0.00000000	0.60932541	0.60932541	0.60932541	0.60932541	0.60932541
SP:0011121	0.71074006	0.00000000	0.71074006	0.71074006	0.71074006	0.71074006	0.71074006
SP:0011122	0.50228297	0.00000000	0.50228297	0.50228297	0.50228297	0.50228297	0.50228297
SP:0011135	0.74666663	0.02056892	0.73888290	0.77128392	0.71157381	0.75076648	0.76082605
SP:0011136	0.79971794	0.02284257	0.80834800	0.81478297	0.79232818	0.75900808	0.82412246
SP:0011138	0.55980161	0.00395648	0.56482471	0.56017317	0.55267693	0.56010032	0.56123292
SP:0011142	0.44795562	0.00000000	0.44795562	0.44795562	0.44795562	0.44795562	0.44795562
SP:0011145	0.90543332	0.00247190	0.90405586	0.90624780	0.90233678	0.90484378	0.90968239
SP:0011148	0.63219020	0.02135215	0.62604490	0.65431739	0.64253468	0.64450884	0.59354520
SP:0011149	0.55179692	0.03043186	0.51279732	0.53989339	0.59936141	0.53475961	0.57217285
SP:0011153	0.75165326	0.03657682	0.72092846	0.77910086	0.78037176	0.69509456	0.78277069
SP:0011168	0.80580083	0.03873193	0.85271526	0.76480428	0.76386493	0.79919416	0.84842551
SP:0011169	0.71474110	0.04786487	0.79490012	0.68964824	0.72848615	0.64997360	0.71069739
SP:0011170	0.68038170	0.02881798	0.64458680	0.64748293	0.69778886	0.69678879	0.71526113
SP:0011171	0.91544417	0.00000000	0.91544417	0.91544417	0.91544417	0.91544417	0.91544417
SP:0011172	0.56261569	0.04510808	0.50839371	0.55486578	0.64360944	0.53839577	0.56781377
SP:0011173	0.39759776	0.05606029	0.41408826	0.47368129	0.29944461	0.39905700	0.40171762
SP:0011186	0.71227864	0.01202453	0.72462368	0.68956482	0.71715229	0.71221742	0.71783501
SP:0011195	0.68315785	0.02552347	0.64833299	0.70501641	0.66668973	0.71863896	0.67711117
SP:0011196	0.59788018	0.00900219	0.59632120	0.60616934	0.58224016	0.59734744	0.60732275
SP:0011204	0.85049591	0.00000000	0.85049591	0.85049591	0.85049591	0.85049591	0.85049591
SP:0011205	0.77957642	0.00000000	0.77957642	0.77957642	0.77957642	0.77957642	0.77957642
SP:0011208	0.98412451	0.00000000	0.98412451	0.98412451	0.98412451	0.98412451	0.98412451
SP:0011215	0.43800274	0.00506199	0.44676717	0.43408567	0.43779750	0.43213603	0.43922733
SP:0011216	0.58243247	0.00643177	0.57528022	0.58474018	0.59212154	0.58474018	0.57528022
SP:0011218	0.53202809	0.01131964	0.55131575	0.52563899	0.51702147	0.53262591	0.53353832
SP:0011229	0.95422903	0.00000000	0.95422903	0.95422903	0.95422903	0.95422903	0.95422903
SP:0011230	0.97627306	0.00000000	0.97627306	0.97627306	0.97627306	0.97627306	0.97627306
SP:0011233	0.91690206	0.00000000	0.91690206	0.91690206	0.91690206	0.91690206	0.91690206
SP:0011234	0.73821944	0.00000000	0.73821944	0.73821944	0.73821944	0.73821944	0.73821944
SP:0011235	0.30981649	0.00000000	0.30981649	0.30981649	0.30981649	0.30981649	0.30981649
SP:0011236	0.54490792	0.00000000	0.54490792	0.54490792	0.54490792	0.54490792	0.54490792
SP:0011239	0.92583018	0.00000000	0.92583018	0.92583018	0.92583018	0.92583018	0.92583018
SP:0011240	0.80853409	0.00000000	0.80853409	0.80853409	0.80853409	0.80853409	0.80853409
SP:0011242	0.94933632	0.00000000	0.94933632	0.94933632	0.94933632	0.94933632	0.94933632
SP:0011243	0.94044459	0.00000000	0.94044459	0.94044459	0.94044459	0.94044459	0.94044459
SP:0011244	0.93777576	0.00000000	0.93777576	0.93777576	0.93777576	0.93777576	0.93777576
SP:0011245	0.38463726	0.03095650	0.32923171	0.42223491	0.38132182	0.38911301	0.40128487
SP:0011246	0.50867806	0.01189006	0.49705047	0.51895051	0.52593062	0.49613972	0.50531896
SP:0011259	0.81934826	0.03061221	0.84934634	0.77020934	0.82050979	0.85291475	0.80376106
SP:0011261	0.41461335	0.00420478	0.41501407	0.41081252	0.41092449	0.41397096	0.42234468
SP:0011263	0.85444075	0.00434244	0.86160958	0.85196328	0.85254917	0.84921619	0.85686555
SP:0011264	0.49106562	0.01162073	0.50811829	0.47832355	0.47913544	0.48984078	0.49991003
SP:0011265	0.51328375	0.01715797	0.51826770	0.53319986	0.52842604	0.49013967	0.49638549
SP:0011266	0.48331622	0.00561596	0.47789663	0.48826033	0.48886341	0.48626880	0.47529191
SP:0011267	0.49697491	0.01899814	0.51174527	0.52570858	0.47548737	0.49129498	0.48063835
SP:0011268	0.54647465	0.00968433	0.54452309	0.53129575	0.54266845	0.55621344	0.55767253
SP:0011269	0.54372041	0.01416784	0.54057295	0.55268183	0.53332183	0.56594741	0.52607801
SP:0011278	0.70993251	0.00000000	0.70993251	0.70993251	0.70993251	0.70993251	0.70993251
SP:0011281	0.87119824	0.00000000	0.87119824	0.87119824	0.87119824	0.87119824	0.87119824
SP:0011287	0.81630058	0.01001926	0.82829124	0.81629869	0.82640073	0.80278844	0.80772379
SP:0011288	0.80388782	0.00294103	0.80654204	0.80205995	0.80172822	0.80085922	0.80824969
SP:0011289	0.56960763	0.04920811	0.54781900	0.55669016	0.59496305	0.50086985	0.64769608
SP:0011291	0.92924089	0.00000000	0.92924089	0.92924089	0.92924089	0.92924089	0.92924089
SP:0011295	0.67183414	0.00000000	0.67183414	0.67183414	0.67183414	0.67183414	0.67183414
SP:0011296	0.64848453	0.00000000	0.64848453	0.64848453	0.64848453	0.64848453	0.64848453
SP:0011298	0.99758673	0.00000000	0.99758673	0.99758673	0.99758673	0.99758673	0.99758673
SP:0011299	0.99701383	0.00000000	0.99701383	0.99701383	0.99701383	0.99701383	0.99701383
SP:0011300	0.97702607	0.00000000	0.97702607	0.97702607	0.97702607	0.97702607	0.97702607
SP:0011301	0.98641154	0.00000000	0.98641154	0.98641154	0.98641154	0.98641154	0.98641154
SP:0011302	0.98168132	0.00000000	0.98168132	0.98168132	0.98168132	0.98168132	0.98168132
SP:0011307	0.78918231	0.00000000	0.78918231	0.78918231	0.78918231	0.78918231	0.78918231
SP:0011310	0.81526107	0.00000000	0.81526107	0.81526107	0.81526107	0.81526107	0.81526107
SP:0011321	0.81131819	0.00000000	0.81131819	0.81131819	0.81131819	0.81131819	0.81131819
SP:0011324	0.55622068	0.00000000	0.55622068	0.55622068	0.55622068	0.55622068	0.55622068
SP:0011325	0.65842679	0.00000000	0.65842679	0.65842679	0.65842679	0.65842679	0.65842679
SP:0011327	0.54033597	0.00305999	0.53973591	0.53502942	0.54351611	0.54020450	0.54319389
SP:0011337	0.30003866	0.00000000	0.30003866	0.30003866	0.30003866	0.30003866	0.30003866
SP:0011340	0.55476922	0.00000000	0.55476922	0.55476922	0.55476922	0.55476922	0.55476922
SP:0011345	0.53096177	0.00000000	0.53096177	0.53096177	0.53096177	0.53096177	0.53096177
SP:0011350	0.67500390	0.01614700	0.66672158	0.70062882	0.68141046	0.67442843	0.65183023
SP:0011351	0.54099584	0.00000000	0.54099584	0.54099584	0.54099584	0.54099584	0.54099584
SP:0011356	0.82380342	0.00000000	0.82380342	0.82380342	0.82380342	0.82380342	0.82380342
SP:0011357	0.94167921	0.00000000	0.94167921	0.94167921	0.94167921	0.94167921	0.94167921
SP:0011358	0.76089960	0.00000000	0.76089960	0.76089960	0.76089960	0.76089960	0.76089960
SP:0011360	0.63628785	0.00000000	0.63628785	0.63628785	0.63628785	0.63628785	0.63628785
SP:0011361	0.55577590	0.00000000	0.55577590	0.55577590	0.55577590	0.55577590	0.55577590
SP:0011362	0.47952644	0.00000000	0.47952644	0.47952644	0.47952644	0.47952644	0.47952644
SP:0011366	0.90268139	0.01030156	0.91240436	0.91684228	0.89383649	0.89986435	0.89045948
SP:0011369	0.67460275	0.02147249	0.68811292	0.64802110	0.70795926	0.67145428	0.65746619
SP:0011372	0.49094352	0.00000000	0.49094352	0.49094352	0.49094352	0.49094352	0.49094352
SP:0011376	0.71747875	0.00000000	0.71747875	0.71747875	0.71747875	0.71747875	0.71747875
SP:0011383	0.59389019	0.02058128	0.59703941	0.61571542	0.57440417	0.61601484	0.56627711
SP:0011384	0.77803919	0.02613757	0.80538255	0.78880123	0.73290613	0.76588944	0.79721659
SP:0011393	0.79826476	0.01015375	0.79724261	0.79328081	0.81084320	0.78253284	0.80742434
SP:0011394	0.83301855	0.00316487	0.83803090	0.82894182	0.83478436	0.83078134	0.83255431
SP:0011395	0.83912760	0.01483574	0.86040473	0.81963051	0.82538954	0.84318158	0.84703163
SP:0011419	0.92310968	0.00000000	0.92310968	0.92310968	0.92310968	0.92310968	0.92310968
SP:0011428	0.68753445	0.00000000	0.68753445	0.68753445	0.68753445	0.68753445	0.68753445
SP:0011429	0.62609982	0.00000000	0.62609982	0.62609982	0.62609982	0.62609982	0.62609982
SP:0011432	0.67207572	0.00000000	0.67207572	0.67207572	0.67207572	0.67207572	0.67207572
SP:0011433	0.87892785	0.00000000	0.87892785	0.87892785	0.87892785	0.87892785	0.87892785
SP:0011439	0.64958656	0.00000000	0.64958656	0.64958656	0.64958656	0.64958656	0.64958656
SP:0011454	0.94422967	0.00581056	0.94575599	0.93854436	0.94944501	0.93640757	0.95099544
SP:0011456	0.43781964	0.04516133	0.39661828	0.49717402	0.48809131	0.39622409	0.41099049
SP:0011463	0.50917132	0.02694318	0.54690891	0.46558104	0.49724035	0.51963782	0.51648847
SP:0011467	0.52533838	0.00000000	0.52533838	0.52533838	0.52533838	0.52533838	0.52533838
SP:0011469	0.97102418	0.00000000	0.97102418	0.97102418	0.97102418	0.97102418	0.97102418
SP:0011476	0.67281673	0.00000000	0.67281673	0.67281673	0.67281673	0.67281673	0.67281673
SP:0011481	0.85889974	0.00000000	0.85889974	0.85889974	0.85889974	0.85889974	0.85889974
SP:0011482	0.81857733	0.01009719	0.80963513	0.80352378	0.82863337	0.82711443	0.82397992
SP:0011491	0.81457906	0.02903538	0.86761322	0.79876831	0.82342684	0.78898385	0.79410306
SP:0011500	0.74460089	0.00000000	0.74460089	0.74460089	0.74460089	0.74460089	0.74460089
SP:0011501	0.67990648	0.00000000	0.67990648	0.67990648	0.67990648	0.67990648	0.67990648
SP:0011509	0.94315910	0.00000000	0.94315910	0.94315910	0.94315910	0.94315910	0.94315910
SP:0011510	0.92792261	0.00000000	0.92792261	0.92792261	0.92792261	0.92792261	0.92792261
SP:0011512	0.85523317	0.00000000	0.85523317	0.85523317	0.85523317	0.85523317	0.85523317
SP:0011514	0.81615522	0.00000000	0.81615522	0.81615522	0.81615522	0.81615522	0.81615522
SP:0011515	0.66566574	0.00000000	0.66566574	0.66566574	0.66566574	0.66566574	0.66566574
SP:0011516	0.67974796	0.01234365	0.65975377	0.67849172	0.69100371	0.69433290	0.67515773
SP:0011518	0.84162225	0.01043417	0.85048362	0.82455352	0.84002245	0.83865676	0.85439491
SP:0011522	0.46909491	0.00000000	0.46909491	0.46909491	0.46909491	0.46909491	0.46909491
SP:0011525	0.98287487	0.00000000	0.98287487	0.98287487	0.98287487	0.98287487	0.98287487
SP:0011535	0.31368185	0.00818179	0.30304234	0.32171600	0.30442661	0.31891746	0.32030683
SP:0011536	0.81306857	0.00000000	0.81306857	0.81306857	0.81306857	0.81306857	0.81306857
SP:0011538	0.40006128	0.00000000	0.40006128	0.40006128	0.40006128	0.40006128	0.40006128
SP:0011544	0.96854612	0.00000000	0.96854612	0.96854612	0.96854612	0.96854612	0.96854612
SP:0011555	0.63201577	0.03942114	0.67048091	0.57922663	0.68433297	0.61776476	0.60827358
SP:0011565	0.83715841	0.00000000	0.83715841	0.83715841	0.83715841	0.83715841	0.83715841
SP:0011569	0.42516266	0.00000000	0.42516266	0.42516266	0.42516266	0.42516266	0.42516266
SP:0011570	0.66629916	0.00000000	0.66629916	0.66629916	0.66629916	0.66629916	0.66629916
SP:0011573	0.67885763	0.00000000	0.67885763	0.67885763	0.67885763	0.67885763	0.67885763
SP:0011574	0.63743034	0.00000000	0.63743034	0.63743034	0.63743034	0.63743034	0.63743034
SP:0011584	0.97911477	0.00000000	0.97911477	0.97911477	0.97911477	0.97911477	0.97911477
SP:0011585	0.97550121	0.00000000	0.97550121	0.97550121	0.97550121	0.97550121	0.97550121
SP:0011586	0.98720807	0.00000000	0.98720807	0.98720807	0.98720807	0.98720807	0.98720807
SP:0011592	0.53239989	0.07771819	0.58267817	0.52944357	0.62588873	0.52911354	0.39487543
SP:0011598	0.76126263	0.00000000	0.76126263	0.76126263	0.76126263	0.76126263	0.76126263
SP:0011601	0.59177327	0.00000000	0.59177327	0.59177327	0.59177327	0.59177327	0.59177327
SP:0011602	0.62021456	0.00000000	0.62021456	0.62021456	0.62021456	0.62021456	0.62021456
SP:0011609	0.84711245	0.00000000	0.84711245	0.84711245	0.84711245	0.84711245	0.84711245
SP:0011617	0.69640579	0.02290767	0.67309910	0.66460589	0.70890030	0.71934959	0.71607405
SP:0011625	0.96438583	0.00000000	0.96438583	0.96438583	0.96438583	0.96438583	0.96438583
SP:0011626	0.95026436	0.00000000	0.95026436	0.95026436	0.95026436	0.95026436	0.95026436
SP:0011627	0.92160362	0.00000000	0.92160362	0.92160362	0.92160362	0.92160362	0.92160362
SP:0011632	0.38473995	0.00000000	0.38473995	0.38473995	0.38473995	0.38473995	0.38473995
SP:0011644	0.80952485	0.06922030	0.84933236	0.68474709	0.83587840	0.88568750	0.79197893
SP:0011651	0.47960945	0.02024949	0.49297279	0.46913141	0.46494770	0.45831743	0.51267792
SP:0011658	0.97981584	0.00000000	0.97981584	0.97981584	0.97981584	0.97981584	0.97981584
SP:0011659	0.87586122	0.00000000	0.87586122	0.87586122	0.87586122	0.87586122	0.87586122
SP:0011660	0.70907982	0.04166756	0.69518134	0.69859513	0.64553878	0.76845345	0.73763043
SP:0011661	0.62248847	0.04602273	0.64275917	0.58394694	0.55586888	0.68299946	0.64686790
SP:0011663	0.53268834	0.00000000	0.53268834	0.53268834	0.53268834	0.53268834	0.53268834
SP:0011668	0.97579375	0.00000000	0.97579375	0.97579375	0.97579375	0.97579375	0.97579375
SP:0011669	0.95613843	0.00743381	0.96365896	0.94975779	0.94542784	0.96396685	0.95788074
SP:0011670	0.80071547	0.02467889	0.80322215	0.81916246	0.75312364	0.80775424	0.82031486
SP:0011682	0.73246491	0.00000000	0.73246491	0.73246491	0.73246491	0.73246491	0.73246491
SP:0011683	0.57979026	0.00000000	0.57979026	0.57979026	0.57979026	0.57979026	0.57979026
SP:0011685	0.52327415	0.02340928	0.51174005	0.55735201	0.48684354	0.52689906	0.53353608
SP:0011686	0.59684069	0.02640848	0.61102727	0.61391083	0.61814565	0.59463396	0.54648575
SP:0011689	0.55861863	0.00000000	0.55861863	0.55861863	0.55861863	0.55861863	0.55861863
SP:0011690	0.70952423	0.05104545	0.68194544	0.77568340	0.65291140	0.67098542	0.76609551
SP:0011693	0.61353189	0.05709462	0.68086362	0.65323576	0.53032494	0.64022923	0.56300593
SP:0011694	0.88164619	0.00000000	0.88164619	0.88164619	0.88164619	0.88164619	0.88164619
SP:0011709	0.60604475	0.03865353	0.64125061	0.59001598	0.66188052	0.57317536	0.56390129
SP:0011716	0.89648310	0.00000000	0.89648310	0.89648310	0.89648310	0.89648310	0.89648310
SP:0011717	0.93019146	0.00000000	0.93019146	0.93019146	0.93019146	0.93019146	0.93019146
SP:0011737	0.99749062	0.00000000	0.99749062	0.99749062	0.99749062	0.99749062	0.99749062
SP:0011739	0.34650584	0.00000000	0.34650584	0.34650584	0.34650584	0.34650584	0.34650584
SP:0011742	0.70074249	0.00000000	0.70074249	0.70074249	0.70074249	0.70074249	0.70074249
SP:0011746	0.75040701	0.00000000	0.75040701	0.75040701	0.75040701	0.75040701	0.75040701
SP:0011748	0.97986788	0.00000000	0.97986788	0.97986788	0.97986788	0.97986788	0.97986788
SP:0011760	0.56392044	0.00000000	0.56392044	0.56392044	0.56392044	0.56392044	0.56392044
SP:0011761	0.53302308	0.00000000	0.53302308	0.53302308	0.53302308	0.53302308	0.53302308
SP:0011762	0.56338645	0.00000000	0.56338645	0.56338645	0.56338645	0.56338645	0.56338645
SP:0011763	0.59571758	0.00000000	0.59571758	0.59571758	0.59571758	0.59571758	0.59571758
SP:0011768	0.97429203	0.00000000	0.97429203	0.97429203	0.97429203	0.97429203	0.97429203
SP:0011769	0.93771291	0.00510855	0.93550056	0.93230831	0.93955666	0.93442223	0.94677681
SP:0011770	0.98091111	0.00000000	0.98091111	0.98091111	0.98091111	0.98091111	0.98091111
SP:0011772	0.89647535	0.00000000	0.89647535	0.89647535	0.89647535	0.89647535	0.89647535
SP:0011774	0.91094506	0.00000000	0.91094506	0.91094506	0.91094506	0.91094506	0.91094506
SP:0011782	0.90780908	0.03280647	0.93180677	0.91600069	0.85179299	0.89406443	0.94538051
SP:0011783	0.94649932	0.00325406	0.94935921	0.95039483	0.94370851	0.94715738	0.94187668
SP:0011784	0.96258113	0.00000000	0.96258113	0.96258113	0.96258113	0.96258113	0.96258113
SP:0011785	0.98203090	0.00000000	0.98203090	0.98203090	0.98203090	0.98203090	0.98203090
SP:0011789	0.72642082	0.00000000	0.72642082	0.72642082	0.72642082	0.72642082	0.72642082
SP:0011790	0.66261125	0.00000000	0.66261125	0.66261125	0.66261125	0.66261125	0.66261125
SP:0011791	0.97038236	0.00094958	0.96877196	0.97080484	0.97110641	0.97135752	0.96987104
SP:0011792	0.97478935	0.00000000	0.97478935	0.97478935	0.97478935	0.97478935	0.97478935
SP:0011794	0.64162046	0.00000000	0.64162046	0.64162046	0.64162046	0.64162046	0.64162046
SP:0011796	0.77431928	0.04409845	0.77576643	0.75267657	0.74410179	0.74007401	0.85897758
SP:0011797	0.92506447	0.01395995	0.91879115	0.94077689	0.90587876	0.91826352	0.94161203
SP:0011800	0.94295993	0.00000000	0.94295993	0.94295993	0.94295993	0.94295993	0.94295993
SP:0011807	0.47629027	0.00000000	0.47629027	0.47629027	0.47629027	0.47629027	0.47629027
SP:0011808	0.51221581	0.00000000	0.51221581	0.51221581	0.51221581	0.51221581	0.51221581
SP:0011810	0.94751396	0.00000000	0.94751396	0.94751396	0.94751396	0.94751396	0.94751396
SP:0011812	0.69281128	0.00000000	0.69281128	0.69281128	0.69281128	0.69281128	0.69281128
SP:0011814	0.93350068	0.00000000	0.93350068	0.93350068	0.93350068	0.93350068	0.93350068
SP:0011819	0.74421794	0.03344110	0.69953397	0.74299341	0.72305354	0.75658768	0.79892111
SP:0011820	0.43416228	0.05191186	0.38506702	0.45797625	0.38955231	0.41404290	0.52417293
SP:0011822	0.75489909	0.00000000	0.75489909	0.75489909	0.75489909	0.75489909	0.75489909
SP:0011825	0.77085823	0.00000000	0.77085823	0.77085823	0.77085823	0.77085823	0.77085823
SP:0011831	0.85188059	0.00362284	0.84655210	0.84990164	0.85422924	0.85714430	0.85157565
SP:0011845	0.49349896	0.01930503	0.52056567	0.50562138	0.46742136	0.49738024	0.47650615
SP:0011847	0.83493769	0.00000000	0.83493769	0.83493769	0.83493769	0.83493769	0.83493769
SP:0011850	0.47220556	0.00000000	0.47220556	0.47220556	0.47220556	0.47220556	0.47220556
SP:0011851	0.53059633	0.00000000	0.53059633	0.53059633	0.53059633	0.53059633	0.53059633
SP:0011853	0.52500294	0.00000000	0.52500294	0.52500294	0.52500294	0.52500294	0.52500294
SP:0011874	0.95317178	0.00607294	0.94246506	0.95379254	0.95944476	0.95170456	0.95845198
SP:0011881	0.69647568	0.01293421	0.71229264	0.69929537	0.68655837	0.70698166	0.67725035
SP:0011882	0.79017230	0.00993129	0.80109060	0.80014259	0.79195711	0.77616072	0.78151047
SP:0011892	0.50066436	0.02978478	0.50821407	0.45553314	0.54539299	0.48452797	0.50965363
SP:0011893	0.46599528	0.00721712	0.47273852	0.45664678	0.47467895	0.46706029	0.45885188
SP:0011894	0.53162672	0.01906167	0.55894002	0.49958451	0.53749457	0.53317107	0.52894342
SP:0011895	0.56478212	0.02142133	0.57199833	0.55960834	0.56368677	0.59757927	0.53103789
SP:0011901	0.60164651	0.00000000	0.60164651	0.60164651	0.60164651	0.60164651	0.60164651
SP:0011903	0.74310312	0.00000000	0.74310312	0.74310312	0.74310312	0.74310312	0.74310312
SP:0011907	0.59521541	0.00000000	0.59521541	0.59521541	0.59521541	0.59521541	0.59521541
SP:0011908	0.53576829	0.01383282	0.53276708	0.54478246	0.50994640	0.54434867	0.54699681
SP:0011913	0.89087545	0.00563605	0.89987382	0.89074123	0.88717616	0.88325247	0.89333356
SP:0011914	0.92247901	0.00601793	0.92168966	0.92071364	0.92333907	0.91396785	0.93268481
SP:0011915	0.64433224	0.00000000	0.64433224	0.64433224	0.64433224	0.64433224	0.64433224
SP:0011916	0.42321801	0.00000000	0.42321801	0.42321801	0.42321801	0.42321801	0.42321801
