triplet_id	anchor	c_structure	c_random	d	taxon_c	permutation_status
SCF:0001812	P0A7Z4	P0A9G4	P0A707	P0AG44	83333	ok
SCF:0001815	A0A2K3CXW8	A8IS47	A8J353	A8INX1	3055	ok
SCF:0001816	A8IS47	A0A2K3CXW8	A0A2K3DLI2	A8IH07	3055	ok
SCF:0001817	A8IS47	A0A2K3CXW8	A0A2K3DWM2	A8IJ60	3055	ok
SCF:0001818	A8IS47	A0A2K3CXW8	A0A2K3DWM2	P42380	3055	ok
SCF:0001822	P20248	Q13309	P61163	Q9UJX2	9606	ok
SCF:0001823	Q13309	P20248	P61163	Q13098	9606	ok
SCF:0001824	Q9LK40	O81097	P26288	Q9M1A8	3702	ok
SCF:0001825	Q9LK40	O81097	Q9LD28	Q9FJ98	3702	ok
SCF:0001827	Q2FW11	Q2FW21	Q2FW06	P0A0F8	93061	ok
SCF:0001828	Q2FW11	Q2FW21	Q2G113	Q2FW13	93061	ok
SCF:0001829	Q2FW11	Q2FW21	Q2G2D3	Q2FW18	93061	ok
SCF:0001830	Q2FW21	Q2FW11	Q2FW20	Q2FW13	93061	ok
SCF:0001831	Q2FW21	Q2FW11	Q2FW10	Q2FW22	93061	ok
SCF:0001833	P48240	P38801	P47112	P53256	559292	ok
SCF:0001834	P48240	P38801	P47112	P53725	559292	ok
SCF:0001835	I7LT80	I7MDA9	I7MCM8	W7WX86	312017	ok
SCF:0001836	I7MDA9	I7LT80	Q24C31	A4VD15	312017	ok
SCF:0001837	I7MDA9	I7LT80	Q24C31	Q23YW7	312017	ok
SCF:0001838	I7MDA9	I7LT80	Q24C31	Q23S05	312017	ok
SCF:0001841	Q9M1J2	O81097	Q39212	Q9FJ98	3702	ok
SCF:0001844	I7LWE3	Q24C31	I7MHB1	Q23YW7	312017	ok
SCF:0001845	I7LWE3	Q24C31	Q24CE5	Q24DJ0	312017	ok
SCF:0001846	I7LWE3	Q24C31	A4VE64	I7LT80	312017	ok
SCF:0001847	Q24C31	I7LWE3	A4VE64	Q229S1	312017	ok
SCF:0001848	A8HUP3	A0A2K3DLI2	A0A2K3CXW8	A0A2K3DQ46	3055	ok
SCF:0001856	Q9UJW0	P61163	Q13309	P60709	9606	ok
SCF:0001857	Q9UJW0	P61163	P20248	Q9NZ32	9606	ok
SCF:0001858	P59763	A0A2K3DWM2	A0A2K3CXW8	A8I846	3055	ok
SCF:0001862	Q94AQ8	P26288	O81097	P56752	3702	ok
SCF:0001863	A0A4V8GZZ2	A0A4V8GZZ9	A0A4V8H004	A0A4V8GZZ8	325651	ok
SCF:0001864	A0A4V8GZZ9	A0A4V8GZZ2	A0A4V8H002	A0A4V8H003	325651	ok
SCF:0001866	Q6NLH0	Q39212	O81097	Q39211	3702	ok
SCF:0001867	Q8N140	Q96MF7	Q9UKT4	Q8WV22	9606	ok
SCF:0001869	O14352	O94408	P87306	O74483	284812	ok
SCF:0001870	O94408	O14352	O94646	P87173	284812	ok
SCF:0001871	O94408	O14352	Q9UUI1	O74483	284812	ok
SCF:0001872	O94408	O14352	Q9UUI1	Q9Y7M4	284812	ok
SCF:0001876	Q9XFH4	Q9LD28	O81097	P06897	3702	ok
SCF:0001877	Q9XFH4	Q9LD28	Q9SAJ3	P02281	3702	ok
SCF:0001878	Q9XFH4	Q9LD28	Q9LQ02	P84233	3702	ok
SCF:0001879	Q9C567	Q9SAJ3	Q9LD28	F4J3N2	3702	ok
SCF:0001887	P21477	P21471	P21467	P12874	224308	ok
SCF:0001888	P21477	P21471	P21473	P21474	224308	ok
SCF:0001889	P30260	Q9UKT4	Q96MF7	P14635	9606	ok
SCF:0001890	Q9UKT4	P30260	O95376	Q9UJX4	9606	ok
SCF:0001892	G0SE33	G0S755	G0SC21	G0S1P1	759272	ok
SCF:0001894	Q15843	O95376	P30260	Q9Y4X5	9606	ok
SCF:0001895	O60925	Q99832	Q9NV88	P17987	9606	ok
SCF:0001896	O60925	Q99832	Q9UBF6	P49368	9606	ok
SCF:0001897	E1C9K6	P16002	A0A0F6NGI2	A5Z2K3	3888	ok
SCF:0001898	E1C9K6	P16002	A0A0F6NGI2	P09911	3888	ok
SCF:0001900	Q9FLM8	Q9LQ02	Q9LD28	Q9LK40	3702	ok
SCF:0001902	A0T0V1	B5YM25	B8BUW3	B8C0K4	35128	ok
SCF:0001903	A0T0V1	B5YM25	B8BUW3	B8C2K6	35128	ok
SCF:0001904	A0T0V1	B5YM25	B8BUW3	B8C770	35128	ok
SCF:0001906	Q9LK40	Q9M1J2	A8MPR5	O81098	3702	ok
SCF:0001907	Q96N11	Q9NV88	Q99832	Q9NVR2	9606	ok
SCF:0001911	P0CT46	G0RZX8	G0SCD1	G0S9A0	759272	ok
SCF:0001915	Q9LTI0	A8MPR5	Q9M1J2	F4KF14	3702	ok
SCF:0001916	Q9LTI0	A8MPR5	Q9SUI5	Q9SAJ3	3702	ok
SCF:0001917	Q9LTI0	A8MPR5	Q9SYW8	F4J3N2	3702	ok
SCF:0001918	Q9BT78	Q9UBF6	Q99832	P62877	9606	ok
SCF:0001919	Q9UBF6	Q9BT78	Q9Y4R8	Q9H9Q2	9606	ok
SCF:0001920	Q9UBF6	Q9BT78	P61758	Q9UNS2	9606	ok
SCF:0001922	Q9UZL4	Q9UY20	P62010	Q9V1U5	272844	ok
SCF:0001935	Q9Y265	Q9Y4R8	Q9BT78	Q9H9F9	9606	ok
SCF:0001936	P40227	P61758	Q9BT78	Q9UHV9	9606	ok
SCF:0001937	P40227	P61758	Q96SY0	O15212	9606	ok
SCF:0001938	P40227	P61758	Q96HW7	Q99471	9606	ok
SCF:0001943	P35718	P29056	P09119	P32349	559292	ok
SCF:0001944	P0A800	P0AFW0	P0AGB3	P0AFG0	83333	ok
SCF:0001947	P68449	P20504	P20637	P20979	10249	ok
SCF:0001948	Q96HW7	Q96SY0	P61758	P30153	9606	ok
SCF:0001949	Q96SY0	Q96HW7	P61758	Q9NVR2	9606	ok
SCF:0001950	A0T0V1	B8BUW3	B5YM25	B8C770	35128	ok
SCF:0001951	A0T0V1	B8BUW3	B5YM25	B8C0K4	35128	ok
SCF:0001957	P17227	E1C9L3	P16002	A0A0M3KL11	3888	ok
SCF:0001958	P17227	E1C9L3	P16002	A0A0M3KL10	3888	ok
SCF:0001959	P17227	E1C9L3	A0A0H2UKZ4	A0A0M3KL13	3888	ok
SCF:0001961	Q96HW7	Q9NVM9	Q9Y230	Q9NV88	9606	ok
SCF:0001962	Q96HW7	Q9NVM9	Q9Y230	Q5TA45	9606	ok
SCF:0001963	C3TRH7	C3SQS2	W8T6F0	P0A7W1	562	ok
SCF:0001965	E1C9L3	P05311	A0A0M3KL11	A0A0F6NFW5	3888	ok
SCF:0001966	E1C9L3	P05311	E1C9L2	P05310	3888	ok
SCF:0001970	P56768	Q9SUI5	A8MPR5	Q9S7N7	3702	ok
SCF:0001974	Q93077	Q9Y230	Q9NVM9	Q71F23	9606	ok
SCF:0001975	Q93077	Q9Y230	Q9NVM9	P54274	9606	ok
SCF:0001976	Q9Y230	Q93077	Q9Y2L1	P04908	9606	ok
SCF:0001977	Q9Y230	Q93077	Q9Y2L1	P33778	9606	ok
SCF:0001978	Q9NQT4	Q9Y2L1	Q93077	Q8TF46	9606	ok
SCF:0001979	Q9NQT4	Q9Y2L1	Q93077	Q9Y450	9606	ok
SCF:0001980	Q9Y2L1	Q9NQT4	Q96MG8	Q9NPD3	9606	ok
SCF:0001981	Q9Y2L1	Q9NQT4	P07766	Q15024	9606	ok
SCF:0001985	Q9UBF6	Q96MG8	Q9NQT4	Q9UNS2	9606	ok
SCF:0001986	A0A4V8GZZ8	A0A4V8H003	A0A4V8GZZ9	A0A4V8GZZ2	325651	ok
SCF:0001995	Q22A67	I7MHB1	I7LT80	Q22MV2	312017	ok
SCF:0001996	Q9TM22	O19882	Q9TM21	O19927	2771	ok
SCF:0002003	A0QS96	A0R550	A0QSD7	A0QSG2	246196	ok
SCF:0002006	P37256	A0A2K3DWM2	A0A2K3CXW8	A8I846	3055	ok
SCF:0002013	P04439	P07766	Q9NQT4	P01732	9606	ok
SCF:0002014	P04439	P07766	Q9UBI1	P68979	9606	ok
SCF:0002015	P04439	P07766	Q9UBI1	P09713	9606	ok
SCF:0002016	P07766	P04439	Q9UBI1	P0DTU4	9606	ok
SCF:0002017	P00165	P00289	A0A9R0K533	P00166	3562	ok
SCF:0002018	A0A2K3DM81	A0A2K3DLI2	A0A2K3CRM9	A0A2K3DQ46	3055	ok
SCF:0002019	A8HUP3	A0A2K3CRM9	A0A2K3DLI2	A0A2K3DLF7	3055	ok
SCF:0002022	Q9SUI4	Q9SYW8	A8MPR5	Q9SHR7	3702	ok
SCF:0002023	Q9SUI4	Q9SYW8	F4J3N2	Q9SA56	3702	ok
SCF:0002025	A0A4V8H005	A0A4V8GZZ8	A0A4V8H003	A0A4V8GZZ9	325651	ok
SCF:0002036	Q7Z4G1	Q9UBI1	P07766	Q9P000	9606	ok
SCF:0002037	Q7Z4G1	Q9UBI1	P07766	Q86VX2	9606	ok
SCF:0002038	Q7Z4G1	Q9UBI1	P04439	Q9H0A8	9606	ok
SCF:0002039	P68449	P21087	P20637	P20980	10249	ok
SCF:0002049	P80377	Q5SJH3	Q5SKU2	Q5SLQ0	300852	ok
SCF:0002050	P80377	Q5SJH3	Q5SKU2	Q5SHP6	300852	ok
SCF:0002055	P02309	P32480	P09119	P54784	559292	ok
SCF:0002056	P02309	P32480	P09119	Q12748	559292	ok
SCF:0002057	Q13352	Q9H3R5	P48643	Q6IPU0	9606	ok
SCF:0002058	Q9H3R5	Q13352	P25787	Q9BS16	9606	ok
SCF:0002059	A4VE64	Q24CE5	I7LT80	I7MCM8	312017	ok
SCF:0002060	Q24CE5	A4VE64	I7LT80	W7XJB1	312017	ok
SCF:0002061	Q24CE5	A4VE64	I7LWE3	Q24DI9	312017	ok
SCF:0002064	Q9NQP4	P48643	Q9H3R5	P50991	9606	ok
SCF:0002067	P36121	P41910	Q12277	P32910	559292	ok
SCF:0002068	P36121	P41910	P38801	P25441	559292	ok
SCF:0002069	Q9SN86	F4J3N2	Q9SYW8	Q9SAJ3	3702	ok
SCF:0002070	P38801	Q12277	P41910	P38792	559292	ok
SCF:0002071	Q12277	P38801	P41910	P53256	559292	ok
SCF:0002072	Q12277	P38801	P41910	P53725	559292	ok
SCF:0002073	P07703	P41910	P38801	Q01080	559292	ok
SCF:0002074	P07703	P41910	P30665	Q04712	559292	ok
SCF:0002075	P41910	P07703	P30665	P32910	559292	ok
SCF:0002076	Q9S7N7	Q9SA56	A8MPR5	Q9SUI7	3702	ok
SCF:0002077	Q9BT73	P25787	Q13352	P25786	9606	ok
SCF:0002078	Q9BT73	P25787	Q9UJX4	P25788	9606	ok
SCF:0002079	Q9BT73	P25787	Q9UJX4	P28066	9606	ok
SCF:0002080	Q9C567	A8MPR5	Q9SA56	F4J3N2	3702	ok
SCF:0002089	P38826	P30665	P41910	P53091	559292	ok
SCF:0002090	P38826	P30665	P07703	P29469	559292	ok
SCF:0002091	P38826	P30665	P32349	P29496	559292	ok
SCF:0002094	P20248	Q9UJX4	P25787	Q13042	9606	ok
SCF:0002095	P20248	Q9UJX4	P25787	P30260	9606	ok
SCF:0002096	P20248	Q9UJX4	Q9Y6G5	P28749	9606	ok
SCF:0002098	Q95695	P26288	Q9M1A8	A0A1B1W4Z4	3702	ok
SCF:0002099	Q95695	P26288	Q9SAJ3	P56752	3702	ok
SCF:0002106	Q6NLH0	Q9M1A8	P26288	Q9FJ98	3702	ok
SCF:0002107	G0RZG4	G0S755	G0RZX8	G0SC21	759272	ok
SCF:0002110	A8IL21	A8J353	A0A2K3DHV6	A8INX1	3055	ok
SCF:0002111	A8IL21	A8J353	A0A2K3DQ46	A8IS47	3055	ok
SCF:0002112	A8IL21	A8J353	A0A2K3DHV6	A8IJ60	3055	ok
SCF:0002113	A8J353	A8IL21	A8IJ60	A8INX1	3055	ok
SCF:0002114	A8J353	A8IL21	A8IJ60	A8IH07	3055	ok
SCF:0002116	A8MPR5	Q9SAJ3	P26288	F4KF14	3702	ok
SCF:0002117	A8MPR5	Q9SAJ3	Q9SY97	O22993	3702	ok
SCF:0002118	Q9SAJ3	A8MPR5	P56767	F4KF14	3702	ok
SCF:0002119	A4VEB3	A4VE64	I7MG46	Q1HFW0	312017	ok
SCF:0002120	A4VEB3	A4VE64	I7MG46	W7XJB1	312017	ok
SCF:0002121	P28000	P32349	P30665	P36070	559292	ok
SCF:0002122	Q1HFX4	Q1HGH8	Q1HFW0	Q22R86	5911	ok
SCF:0002123	P56767	Q9SY97	Q9SAJ3	Q01667	3702	ok
SCF:0002125	Q9SY97	P56767	A8MPR5	P05310	3702	ok
SCF:0002126	Q9SY97	P56767	A8MPR5	P56766	3702	ok
SCF:0002127	Q1HFX4	Q1HFV9	Q1HFW0	Q1HFW2	5911	ok
SCF:0002128	Q1HFX4	Q1HFV9	Q1HFW0	W7XJB1	5911	ok
SCF:0002131	Q9H0A8	Q9Y6G5	Q9UJX4	Q86X83	9606	ok
SCF:0002132	Q9H0A8	Q9Y6G5	Q9Y4R8	Q9NX08	9606	ok
SCF:0002133	Q9H0A8	Q9Y6G5	Q13885	Q9UBI1	9606	ok
SCF:0002134	Q9Y6G5	Q9H0A8	Q13885	Q9P000	9606	ok
SCF:0002135	Q9Y6G5	Q9H0A8	P49368	Q9GZQ3	9606	ok
SCF:0002136	Q9Y6G5	Q9H0A8	P49368	Q9UBI1	9606	ok
SCF:0002137	A8J3C3	A8IJ60	A8J353	A8IL21	3055	ok
SCF:0002138	A8J3C3	A8IJ60	A8J353	A8INX1	3055	ok
SCF:0002139	Q9Y230	Q9Y4R8	Q9Y6G5	Q9H9F9	9606	ok
SCF:0002140	P49368	Q13885	Q9Y6G5	P07437	9606	ok
SCF:0002141	P49368	Q13885	Q9H0A8	P50991	9606	ok
SCF:0002142	Q13885	P49368	Q9H0A8	P48643	9606	ok
SCF:0002143	Q13885	P49368	Q9H0A8	P17987	9606	ok
SCF:0002147	E1C9L1	A0A0H2UKZ4	E1C9L3	A0A0M3KL12	3888	ok
SCF:0002149	Q8DMA1	Q8DMR6	Q8DJZ6	Q8DKF5	197221	ok
SCF:0002150	O60566	Q13042	P42285	Q9UJX2	9606	ok
SCF:0002151	O60566	Q13042	P42285	Q12834	9606	ok
SCF:0002152	Q13042	O60566	P42285	Q9UJX6	9606	ok
SCF:0002153	A0T0V0	B8BUW3	B5YM25	B8C770	35128	ok
SCF:0002154	A0T0V0	B8BUW3	B5YM25	B8C0K4	35128	ok
SCF:0002155	P22224	P89102	P46678	P32855	559292	ok
SCF:0002156	P22224	P89102	P35718	P38261	559292	ok
SCF:0002157	P89102	P22224	P54784	P33332	559292	ok
SCF:0002158	P89102	P22224	P54784	P32855	559292	ok
SCF:0002159	P89102	P22224	P54784	P32844	559292	ok
SCF:0002160	A0A2K3CY83	A0A2K3DHV6	A8J353	A8HUP3	3055	ok
SCF:0002162	I7MHB1	Q22R86	Q24CE5	Q1HFV9	312017	ok
SCF:0002163	I7MHB1	Q22R86	Q24CE5	W7XJB1	312017	ok
SCF:0002164	Q06265	P42285	Q13042	Q15477	9606	ok
SCF:0002165	Q06265	P42285	Q13042	Q8TF46	9606	ok
SCF:0002166	Q06265	P42285	O60566	Q9Y450	9606	ok
SCF:0002173	O00762	Q9UJX4	O15160	P30260	9606	ok
SCF:0002177	F4JYR0	A8MPR5	P56767	F4KF14	3702	ok
SCF:0002178	F4JYR0	A8MPR5	P26288	Q9SAJ3	3702	ok
SCF:0002179	F4JYR0	A8MPR5	P26288	F4J3N2	3702	ok
SCF:0002183	P26289	P26288	A8MPR5	A0A1B1W4Z0	3702	ok
SCF:0002184	P26289	P26288	A8MPR5	A0A1B1W4Z4	3702	ok
SCF:0002185	P26289	P26288	O22993	P56752	3702	ok
SCF:0002188	P0A7Z4	P0AGB3	P0AFW0	A0A377D9Q8	83333	ok
SCF:0002189	Q9UJX6	Q9UJX3	Q969U7	Q9UJX2	9606	ok
SCF:0002190	Q9UJX6	Q9UJX3	Q969U7	Q13042	9606	ok
SCF:0002191	Q9UJX6	Q9UJX3	Q969U7	P0CG48	9606	ok
SCF:0002196	P61157	G3MXC8	Q1JP79	Q3SYX9	9913	ok
SCF:0002201	P35718	P46678	P89102	P32349	559292	ok
SCF:0002203	Q9C567	O22993	P26288	F4J3N2	3702	ok
SCF:0002210	P0A7W1	P0A8A8	P0A7G2	P0A7X3	83333	ok
SCF:0002211	Q04307	P35718	P89102	P20434	559292	ok
SCF:0002216	A0A1D5SLI4	A0A1D5UKZ4	W5BFB7	A0A3B6IU74	4565	ok
SCF:0002220	O15318	O15160	Q9UJX4	Q9H1D9	9606	ok
SCF:0002224	Q9SCY3	P26288	Q9M1A8	A0A1B1W4Z4	3702	ok
SCF:0002225	P29496	P54784	P22224	P53091	559292	ok
SCF:0002226	P29496	P54784	P22224	Q08032	559292	ok
SCF:0002227	P29496	P54784	P22224	P29469	559292	ok
SCF:0002228	P54784	P29496	Q06245	P29469	559292	ok
SCF:0002229	P54784	P29496	Q06245	P24279	559292	ok
SCF:0002230	P54784	P29496	Q06245	P53091	559292	ok
SCF:0002240	Q9Y244	Q969U7	Q9UJX3	P25789	9606	ok
SCF:0002241	Q9Y244	Q969U7	Q9UJX3	P25787	9606	ok
SCF:0002242	Q9Y244	Q969U7	Q9UJX3	P28072	9606	ok
SCF:0002244	A0A2K3DHV6	A0A2K3DQ46	A8IL21	A0A2K3DLF7	3055	ok
SCF:0002245	A0A2K3DQ46	A0A2K3DHV6	A8IL21	A8HUP3	3055	ok
SCF:0002248	Q96MG7	Q96MF7	Q9Y6G5	Q8WV22	9606	ok
SCF:0002252	Q7Z4G1	Q9Y6G5	Q96MF7	Q9P000	9606	ok
SCF:0002253	Q7Z4G1	Q9Y6G5	Q9NQP4	Q9NX08	9606	ok
SCF:0002254	Q7Z4G1	Q9Y6G5	P17987	Q9H0A8	9606	ok
SCF:0002255	P89102	Q06245	P29496	P32855	559292	ok
SCF:0002256	P89102	Q06245	P29496	P32844	559292	ok
SCF:0002257	P89102	Q06245	P29496	P19658	559292	ok
SCF:0002258	Q06245	P89102	P32349	P32855	559292	ok
SCF:0002259	Q06245	P89102	P07703	P22224	559292	ok
SCF:0002260	Q06245	P89102	P07703	P38261	559292	ok
SCF:0002263	P17987	Q9NQP4	Q9Y6G5	O60925	9606	ok
SCF:0002264	Q9NQP4	P17987	Q9Y6G5	P50991	9606	ok
SCF:0002265	P06271	A0A1S4BFK7	A0A1S3XP85	A0A1S4CE74	4097	ok
SCF:0002266	P50370	Q08363	A0A2K3DWM2	P37256	3055	ok
SCF:0002267	Q08363	P50370	Q39584	P18263	3055	ok
SCF:0002268	Q08363	P50370	P27766	P37256	3055	ok
SCF:0002269	Q08363	P50370	P12853	P92277	3055	ok
SCF:0002271	O60925	P50990	P42285	P17987	9606	ok
SCF:0002272	O60925	P50990	P42285	P49368	9606	ok
SCF:0002273	P50990	O60925	P42285	O15212	9606	ok
SCF:0002274	A0A9R0IP63	A0A9R0JBX6	P00289	A0A9R0K533	3562	ok
SCF:0002275	A0A9R0IP63	A0A9R0JBX6	P69461	A0A9R0IWV5	3562	ok
SCF:0002286	Q9Y3B2	P42285	P50990	Q15477	9606	ok
SCF:0002287	Q9Y3B2	P42285	P50990	Q8TF46	9606	ok
SCF:0002288	Q9Y3B2	P42285	O60925	Q9Y450	9606	ok
SCF:0002289	Q8DJU2	Q8DJ02	Q8DL29	Q8DL30	197221	ok
SCF:0002297	P07703	P32349	P89102	P36070	559292	ok
SCF:0002298	P32349	P07703	P89102	P41910	559292	ok
SCF:0002299	P32349	P07703	P89102	P32910	559292	ok
SCF:0002303	P0A3C9	Q8DKZ4	Q8DJ02	Q8DL31	197221	ok
SCF:0002304	O81098	Q9M1A8	P26288	Q9FJ98	3702	ok
SCF:0002305	P40227	Q9NQP4	P17987	Q99471	9606	ok
SCF:0002306	P40227	Q9NQP4	P25786	Q9UHV9	9606	ok
SCF:0002307	P40227	Q9NQP4	P25786	O15212	9606	ok
SCF:0002308	Q9NQP4	P40227	Q9UHV9	P50991	9606	ok
SCF:0002315	P17987	Q9UHV9	Q9NQP4	O60925	9606	ok
SCF:0002316	Q9UHV9	P17987	Q9NQP4	P40227	9606	ok
SCF:0002317	Q5JS54	P25786	Q9NQP4	O14818	9606	ok
SCF:0002318	Q5JS54	P25786	P40227	P28066	9606	ok
SCF:0002319	Q5JS54	P25786	P49662	P25789	9606	ok
SCF:0002326	A0A3Q7EMX2	A0A3Q7GDB0	A0A3Q7HSH1	Q38JI8	4081	ok
SCF:0002331	P0DP23	P49662	P25786	P12277	9606	ok
SCF:0002334	B3H6Z4	O80634	Q9M1A8	Q9SGH4	3702	ok
SCF:0002344	E1C9K9	E1C9L2	A0A0M3KL11	E1C9L1	3888	ok
SCF:0002349	O14818	Q96P70	O60925	Q13200	9606	ok
SCF:0002350	O14818	Q96P70	O60925	Q99460	9606	ok
SCF:0002351	Q96P70	O14818	O60925	P25787	9606	ok
SCF:0002352	Q96P70	O14818	O15212	P60900	9606	ok
SCF:0002354	O15212	O60925	Q96P70	Q9NQP4	9606	ok
SCF:0002355	O15212	O60925	Q96P70	Q99471	9606	ok
SCF:0002356	O15212	O60925	O14818	P61758	9606	ok
SCF:0002357	O60925	O15212	O14818	P61758	9606	ok
SCF:0002358	O60925	O15212	Q15843	Q99471	9606	ok
SCF:0002359	O60925	O15212	P61201	Q9UHV9	9606	ok
SCF:0002361	P40337	Q15843	O15212	Q03071	9606	ok
SCF:0002363	Q9Y7N2	O94646	O14352	Q9US45	284812	ok
SCF:0002364	P30665	P50874	P32349	P54790	559292	ok
SCF:0002365	P50874	P30665	Q12149	P24279	559292	ok
SCF:0002367	Q8DKZ3	Q8DJ02	Q8DKF5	Q8DL30	197221	ok
SCF:0002368	Q08363	A0A2K3DWM2	P50370	A8I846	3055	ok
SCF:0002369	P40337	P61201	O15212	Q13098	9606	ok
SCF:0002370	P40337	P61201	Q6N095	Q9UNS2	9606	ok
SCF:0002371	P61201	P40337	Q6N095	P63208	9606	ok
SCF:0002374	P01730	Q6N095	P61201	P0DOX5	9606	ok
SCF:0002375	P01730	Q6N095	P40337	P03437	9606	ok
SCF:0002376	Q9BQ15	Q9NVR2	Q8N884	Q68E01	9606	ok
SCF:0002387	P80883	P00289	A0A9R0K533	P00166	3562	ok
SCF:0002393	Q8DKZ4	Q8DL29	Q8DL32	Q8DJ02	197221	ok
SCF:0002394	Q8DL29	Q8DKZ4	Q8DKF4	Q8DL31	197221	ok
SCF:0002395	Q71DI3	Q8N884	Q9NVR2	Q9NRC8	9606	ok
SCF:0002396	Q8N884	Q71DI3	Q6PJG6	Q99877	9606	ok
SCF:0002397	Q8N884	Q71DI3	Q6PJG6	P04908	9606	ok
SCF:0002398	Q8N884	Q71DI3	Q6PJG6	Q99878	9606	ok
SCF:0002399	Q2FW15	Q2G113	Q2FW21	Q2FW20	93061	ok
SCF:0002402	A0T0T5	B8C2K6	B5YM25	B8C0K4	35128	ok
SCF:0002403	Q96HW7	Q6PJG6	Q71DI3	Q6P9B9	9606	ok
SCF:0002404	Q96HW7	Q6PJG6	Q71DI3	Q9UL03	9606	ok
SCF:0002405	Q96HW7	Q6PJG6	Q71DI3	Q9NVH2	9606	ok
SCF:0002406	P49368	Q9UHV9	Q9GZN1	O60925	9606	ok
SCF:0002407	P49368	Q9UHV9	Q9GZN1	Q99471	9606	ok
SCF:0002408	Q9UHV9	P49368	O15212	P40227	9606	ok
SCF:0002409	P21466	P21477	P04969	P12873	224308	ok
SCF:0002410	P21466	P21477	P04969	P42924	224308	ok
SCF:0002411	P08980	P69461	A0A9R0JBX6	P80883	3562	ok
SCF:0002412	O15212	Q9UHV9	O96019	Q9NQP4	9606	ok
SCF:0002413	O15212	Q9UHV9	Q6P5S8	P61758	9606	ok
SCF:0002414	O15212	Q9UHV9	Q6P5S8	Q99471	9606	ok
SCF:0002415	Q9UHV9	O15212	P49368	O60925	9606	ok
SCF:0002416	Q9UHV9	O15212	P0DOX5	P61758	9606	ok
SCF:0002417	Q9UHV9	O15212	P0DOX5	Q99471	9606	ok
SCF:0002430	O96019	Q9GZN1	Q9UHV9	P60709	9606	ok
SCF:0002431	O96019	Q9GZN1	Q9UHV9	Q8WUB8	9606	ok
SCF:0002432	Q9GZN1	O96019	Q9UHV9	P60709	9606	ok
SCF:0002433	Q2FW20	Q2G2D3	Q2FW21	Q2FW23	93061	ok
SCF:0002434	Q2G2D3	Q2FW20	Q2FW21	P0A0H0	93061	ok
SCF:0002436	Q22YU3	Q22R86	A4VE64	Q24CE5	312017	ok
SCF:0002437	Q22YU3	Q22R86	A4VE64	Q24DI9	312017	ok
SCF:0002443	P29056	P32349	P50874	P46678	559292	ok
SCF:0002446	A0A2K3E6S5	P50370	Q08363	P37256	3055	ok
SCF:0002447	A0A2K3E6S5	P50370	P18263	P92277	3055	ok
SCF:0002449	P0DOX5	Q6P5S8	Q9UHV9	P0DOX7	9606	ok
SCF:0002450	P0DOX5	Q6P5S8	Q9UHV9	Q6GMX0	9606	ok
SCF:0002451	Q6P5S8	P0DOX5	O15212	Q6N089	9606	ok
SCF:0002452	Q6P5S8	P0DOX5	O15212	Q6N095	9606	ok
SCF:0002453	Q6P5S8	P0DOX5	Q9NVR2	Q6GMX6	9606	ok
SCF:0002458	Q9NVH2	Q9NVR2	P0DOX5	Q68E01	9606	ok
SCF:0002459	Q9NVH2	Q9NVR2	O00189	Q96HW7	9606	ok
SCF:0002460	Q9NVH2	Q9NVR2	Q12834	Q9NV88	9606	ok
SCF:0002461	Q9NVR2	Q9NVH2	Q9UJX4	Q96HW7	9606	ok
SCF:0002462	W7WX86	I7MG46	Q22R86	I7LT80	312017	ok
SCF:0002463	W7WX86	I7MG46	Q22R86	Q23YW7	312017	ok
SCF:0002465	O94408	Q9UUI1	O14352	O74483	284812	ok
SCF:0002466	O94408	Q9UUI1	O14352	Q9Y7M4	284812	ok
SCF:0002467	Q9UUI1	O94408	Q9Y821	Q9Y7M4	284812	ok
SCF:0002470	P84077	O00189	Q9NVR2	P35585	9606	ok
SCF:0002477	P20248	Q12834	Q9NVR2	Q13042	9606	ok
SCF:0002478	Q38859	Q9M1A8	O80634	Q9FJ98	3702	ok
SCF:0002479	I7MHB1	Q24CE5	Q22R86	Q1HFW2	312017	ok
SCF:0002480	I7MHB1	Q24CE5	Q22R86	A4VE64	312017	ok
SCF:0002481	I7MHB1	Q24CE5	I7MCM8	Q1HFV9	312017	ok
SCF:0002488	Q8DLN5	Q8DL30	Q8DKF5	Q8DJ02	197221	ok
SCF:0002491	Q08162	Q12149	P30665	Q99207	559292	ok
SCF:0002492	Q08162	Q12149	P29469	Q08491	559292	ok
SCF:0002493	Q12149	Q08162	P09119	Q04500	559292	ok
SCF:0002495	Q9UJX3	Q9UJX4	Q9NVH2	P30260	9606	ok
SCF:0002496	Q9UJX4	Q9UJX3	Q8TAF3	Q9UJX2	9606	ok
SCF:0002497	Q9UJX4	Q9UJX3	P42285	Q13042	9606	ok
SCF:0002498	Q9UJX4	Q9UJX3	P42285	Q9UJX6	9606	ok
SCF:0002501	P0A7V8	P0A7G2	P0A8A8	P02358	83333	ok
SCF:0002503	P0A7V8	P0A7G2	P0AF28	P0A7R9	83333	ok
SCF:0002504	P20980	P68439	P20637	P68694	10249	ok
SCF:0002508	P09119	P29469	Q12149	P54784	559292	ok
SCF:0002509	P29469	P09119	Q08162	P50874	559292	ok
SCF:0002510	P29469	P09119	P53298	P54791	559292	ok
SCF:0002511	P29469	P09119	Q12004	P32833	559292	ok
SCF:0002512	Q1HFW2	Q1HGH8	Q1HFW0	Q1HFX1	5911	ok
