protein_a	protein_b	in_manual_stringent	n_rows	pmids	methods	raw_ids	len_a	len_b
P25206	Q7L590	1	1	11095689	MI:0018 - two hybrid	P25206;Q7L590	812	875
P25208	Q13952	0	1	15243141	MI:0019 - coimmunoprecipitation	P25208;Q13952	207	458
P25311	P61769	1	1	9114041	MI:0004 - affinity chromatography technologies	P25311;P61769	298	119
P25490	Q13330	1	1	12920132	MI:0004 - affinity chromatography technologies	P25490;Q13330	414	715
P25697	P25856	1	1	16258009	MI:0071 - molecular sieving	P25697;P25856	395	396
P25697	Q9LZP9	0	1	16258009	MI:0071 - molecular sieving	P25697;Q9LZP9	395	131
P25815	P36871	1	1	20827422	MI:0004 - affinity chromatography technologies	P25815;P36871	95	562
P25822	P31007	1	1	18463699	MI:0004 - affinity chromatography technologies	P25822;P31007-7	1533	970
P25916	Q92769	1	1	10581039	MI:0018 - two hybrid	P25916;Q92769	324	488
P25942	Q13077	1	1	10428814	MI:0004 - affinity chromatography technologies	P25942;Q13077	277	416
P25942	Q9BUZ4	1	1	10428814	MI:0004 - affinity chromatography technologies	P25942;Q9BUZ4	277	470
P25942	Q9Y4K3	0	1	10428814	MI:0004 - affinity chromatography technologies	P25942;Q9Y4K3	277	522
P25963	P31150	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;P31150	317	447
P25963	P36915	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;P36915	317	607
P25963	P41240	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;P41240	317	450
P25963	P62879	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;P62879	317	340
P25963	Q02535	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q02535	317	119
P25963	Q14192	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q14192	317	279
P25963	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q16828	317	381
P25963	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q68DY1	317	528
P25963	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q70SY1	317	520
P25963	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q8TAU0	317	364
P25963	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q8TBX8	317	421
P25963	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q92730	317	232
P25963	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q92785	317	391
P25963	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q93096	317	173
P25963	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q9H6S3	317	715
P25963	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q9H9D4	317	720
P25963	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q9NQX6	317	463
P25963	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q9UH92	317	298
P25963	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q9UHR5	317	308
P25963	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P25963;Q9UHX1	317	559
P26038	Q92558	1	1	15699051	MI:0096 - pull down	P26038;Q92558	577	559
P26038	Q9H204	1	1	17980164	MI:0004 - affinity chromatography technology, MI:0110 - text mmining	P26038;Q9H204	577	178
P26368	Q02040	1	1	16982639	MI:0018 - two hybrid	P26368;Q02040	475	695
P26450	P97465	1	1	18204460	MI:0019 - coimmunoprecipitation	P26450;P97465	724	482
P26641	P51693	1	1	15383276	MI:0018 - two hybrid	P26641;P51693	437	650
P26641	P55854	1	1	15383276	MI:0018 - two hybrid	P26641;P55854	437	103
P26641	Q12873	1	1	15383276	MI:0018 - two hybrid	P26641;Q12873	437	2000
P26641	Q16891	1	1	15383276	MI:0018 - two hybrid	P26641;Q16891	437	758
P26641	Q5T3J3	1	1	15383276	MI:0018 - two hybrid	P26641;Q5T3J3	437	769
P26641	Q7L311	1	1	15383276	MI:0018 - two hybrid	P26641;Q7L311	437	632
P26641	Q8N2W9	1	1	15383276	MI:0018 - two hybrid	P26641;Q8N2W9	437	510
P26641	Q9H213	1	1	15383276	MI:0018 - two hybrid	P26641;Q9H213	437	219
P26641	Q9P2H0	1	1	15383276	MI:0018 - two hybrid	P26641;Q9P2H0	437	1117
P26641	Q9UKY1	1	1	15383276	MI:0018 - two hybrid	P26641;Q9UKY1	437	873
P27037	Q13347	1	1	7566156	MI:0019 - coimmunoprecipitation	P27037;Q13347	513	325
P27348	P31749	1	1	12177059	MI:0019 - coimmunoprecipitation	P27348;P31749	245	480
P27348	Q01814	1	1	16126729	MI:0006 - anti bait coimmunoprecipitation; MI:0096	P27348;Q01814	245	1243
P27361	Q49A26	1	1	16352664	MI:0019 - coimmunoprecipitation	P27361;Q49A26	379	553
P27361	Q9BV47	1	1	16581800	MI:0019 - coimmunoprecipitation	P27361;Q9BV47	379	211
P27361	Q9H2B2	1	1	18046461	MI:0018 - two hybrid	P27361;Q9H2B2	379	425
P27512	Q61559	1	1	21148035	MI:0110 - text mining, MI:0114 x-ray crystallography	P27512;Q61559	289	365
P27584	Q10282	1	1	17244888	MI:0018 - two hybrid, MI:0110 - text mining	P27584;Q10282	407	305
P27601	Q76MZ3	1	1	15525651	MI:0059 - gst pull down	P27601;Q76MZ3	377	589
P27699	Q8R4I4	1	1	14512522	MI:0018 - two hybrid	P27699;Q8R4I4	357	468
P27701	Q03405	1	1	15677461	MI:0019 - coimmunoprecipitation	P27701;Q03405	267	335
P27815	P63244	1	2	10329691	MI:0019 - coimmunoprecipitation; MI:0018 | MI:0096 - pull down	P27815;P27815-1;P63244	886	317
P27882	P36046	1	1	18852299	MI:0019 - coimmunoprecipitation	P27882;P36046	189	403
P27986	Q15303	1	1	10353604	MI:0019 - coimmunoprecipitation	P27986;Q15303-3	724	1308
P28033	P62500	1	1	15644333	MI:0007 - anti tag coimmunoprecipitation	P28033;P62500	296	1077
P28069	Q04724	1	1	11731482	MI:0007 - anti tag coimmunoprecipitation	P28069;Q04724	291	770
P28328	P56589	1	1	12096124	MI:0018 - two hybrid	P28328;P56589	305	373
P28328	Q92968	1	1	12096124	MI:0018 - two hybrid	P28328;Q92968	305	403
P28328	Q9Y5Y5	1	1	12096124	MI:0018 - two hybrid	P28328;Q9Y5Y5	305	336
P28360	Q04724	1	1	11731482	MI:0007 - anti tag coimmunoprecipitation	P28360;Q04724	303	770
P28482	Q8TAX0	1	1	16832045	MI:0019 - coimmunoprecipitation	P28482;Q8TAX0	360	266
P28494	Q62824	1	1	10973998	MI:0019 - coimmunoprecipitation	P28494;Q62824	1148	975
P28651	Q9ERP3	1	1	18157088	MI:0018 - two hybrid	P28651;Q9ERP3	291	366
P28652	Q62108	1	1	19455133	MI:0676 - tandem affinity purification	P28652;Q62108	542	724
P28749	Q13547	1	1	9491888	MI:0007 - anti tag coimmunoprecipitation	P28749;Q13547	1068	482
P29351	Q8C180	1	1	9632781	MI:0019 - coimmunoprecipitation	P29351;Q8C180	595	508
P29476	P63170	1	1	12533411	MI:0059 - gst pull down	P29476-3;P63170	1429	89
P29590	P35548	1	1	19835636	MI:0019 - coimmunoprecipitation	P29590;P35548	882	267
P29965	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P29965;Q68396	261	176
P30117	Q92985	1	1	19282970	MI:0045 - experimental	P30117;Q92985	217	503
P30154	P63151	0	1	16276521	MI:0019 - coimmunoprecipitation	P30154;P63151	601	447
P30154	Q15172	0	1	16276521	MI:0019 - coimmunoprecipitation	P30154;Q15172	601	486
P30154	Q15173	1	1	16276521	MI:0019 - coimmunoprecipitation	P30154;Q15173	601	497
P30260	P50750	1	1	12588988	MI:0007 - anti tag coimmunoprecipitation	P30260;P50750	824	372
P30658	P56546	1	1	9858600	MI:0018 - two hybrid	P30658;P56546	519	445
P30882	P51680	1	1	9192769	MI:0405 - competition binding	P30882;P51680	91	360
P31016	P41350	1	1	9875542	MI:0029 - cosedimentation through density gradient	P31016;P41350	724	178
P31016	P97879	0	1	9768844	MI:0019 - coimmunoprecipitation	P31016;P97879	724	1112
P31016	Q9WTW1	1	1	9768844	MI:0019 - coimmunoprecipitation	P31016;Q9WTW1	724	1043
P31150	P41240	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;P41240	447	450
P31150	P62879	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;P62879	447	340
P31150	Q02535	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q02535	447	119
P31150	Q14192	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q14192	447	279
P31150	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q16828	447	381
P31150	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q68DY1	447	528
P31150	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q70SY1	447	520
P31150	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q8TAU0	447	364
P31150	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q8TBX8	447	421
P31150	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q92730	447	232
P31150	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q92785	447	391
P31150	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q93096	447	173
P31150	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9H2S9	447	585
P31150	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9H6S3	447	715
P31150	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9H9D4	447	720
P31150	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9NQX6	447	463
P31150	Q9UDV6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9UDV6	447	495
P31150	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9UH92	447	298
P31150	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9UHR5	447	308
P31150	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P31150;Q9UHX1	447	559
P31269	P84022	1	1	10722652	MI:0413 - electrophoretic mobility shift assay	P31269;P84022	272	425
P31269	Q15796	1	1	10722652	MI:0413 - electrophoretic mobility shift assay	P31269;Q15796	272	467
P31273	P84022	1	1	10722652	MI:0413 - electrophoretic mobility shift assay	P31273;P84022	242	425
P31273	Q15796	1	1	10722652	MI:0413 - electrophoretic mobility shift assay	P31273;Q15796	242	467
P31311	Q60954	0	1	15617687	MI:0018 - two hybrid	P31311;Q60954	313	390
P31749	P31946	1	1	12177059	MI:0019 - coimmunoprecipitation	P31749;P31946	480	246
P31749	Q92574	1	1	18291711	MI:0019 - coimmunoprecipitation	P31749;Q92574	480	1164
P31750	Q155Q3	1	1	15262978	MI:0019 - coimmunoprecipitation	P31750;Q155Q3	480	683
P31946	Q92574	1	1	18291711	MI:0019 - coimmunoprecipitation	P31946;Q92574	246	1164
P31947	Q92574	1	1	18291711	MI:0019 - coimmunoprecipitation	P31947;Q92574	248	1164
P32321	Q8TBB1	0	1	16189514	MI:0004 - affinity chromatography technologies	P32321;Q8TBB1	178	728
P32481	P38431	1	1	10769173	MI:0018 - two hybrid	P32481;P38431	527	405
P32851	P47709	1	1	16203731	MI:0096 - pull down	P32851;P47709	288	684
P32851	P54282	1	1	8692999	MI:0004 - affinity chromatography technologies	P32851;P54282	288	2212
P32971	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P32971;Q68396	234	176
P33176	Q96EK5	1	1	16225668	MI:0059 - gst pull down	P33176;Q96EK5	963	621
P33991	P49736	0	1	15232106	MI:0096 - pull down	P33991;P49736	863	904
P33991	Q9UBD5	1	1	15232106	MI:0096 - pull down	P33991;Q9UBD5	863	711
P33993	Q9UBD5	0	1	15232106	MI:0096 - pull down	P33993;Q9UBD5	719	711
P34021	Q9VZ23	1	1	17570491	MI:0019 - coimmunoprecipitation	P34021;Q9VZ23	878	216
P34925	P55196	1	1	11956217	MI:0019 - coimmunoprecipitation	P34925;P55196	607	1824
P34932	P35222	1	1	18320359	MI:0019 - coimmunoprecipitation	P34932;P35222	840	781
P34932	Q07812	1	1	16172114	MI:0915 - physical association	P34932;Q07812	840	192
P35221	Q8BN78	1	1	10207085	MI:0019 - coimmunoprecipitation	P35221;Q8BN78	906	671
P35221	Q9UBT7	1	1	14993280	MI:0019 - coimmunoprecipitation	P35221;Q9UBT7	906	734
P35222	P35638	1	1	18320359	MI:0019 - coimmunoprecipitation	P35222;P35638	781	169
P35222	P62136	1	1	17318175	MI:0019 - coimmunoprecipitation	P35222;P62136	781	330
P35226	Q15910	0	1	9584199	MI:0019 - coimmunoprecipitation	P35226;Q15910	326	746
P35240	Q92558	1	1	15699051	MI:0096 - pull down	P35240;Q92558	595	559
P35241	Q14185	1	1	16377631	MI:0019 - coimmunoprecipitation	P35241;Q14185	583	1865
P35279	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P35279;Q91V27	208	590
P35285	Q80T23	1	1	12051743	MI:0096 - pull down	P35285;Q80T23	194	753
P35285	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P35285;Q91V27	194	590
P35288	Q80T23	1	1	12051743	MI:0096 - pull down	P35288;Q80T23	237	753
P35288	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P35288;Q91V27	237	590
P35292	Q80T23	1	1	12051743	MI:0096 - pull down	P35292;Q80T23	214	753
P35292	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P35292;Q91V27	214	590
P35293	Q80T23	1	1	12051743	MI:0096 - pull down	P35293;Q80T23	206	753
P35293	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P35293;Q91V27	206	590
P35295	Q80T23	1	1	12051743	MI:0096 - pull down	P35295;Q80T23	233	753
P35295	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P35295;Q91V27	233	590
P35367	Q9UBB6	1	1	16945926	MI:0004 - affinity chromatography technologies	P35367;Q9UBB6	487	729
P35368	P41220	1	1	15917235	MI:0096 - pull down	P35368;P41220	520	211
P35396	Q6PDY0	1	1	15644333	MI:0007 - anti tag coimmunoprecipitation	P35396;Q6PDY0	440	202
P35439	Q8K430	1	1	17062563	MI:0019 - coimmunoprecipitation	P35439;Q8K430	938	640
P35570	P62994	1	1	7893993	MI:0019 - coimmunoprecipitation, MI:0110 - text mining	P35570;P62994	1235	217
P35590	Q9Y5C1	1	1	11877390	MI:0019 - coimmunoprecipitation	P35590;Q9Y5C1	1138	460
P35606	Q08499	1	2	10329691	MI:0018 - two hybrid	P35606;Q08499;Q08499-6	906	809
P35609	Q13418	1	1	15159419	MI:0019 - coimmunoprecipitation	P35609;Q13418	894	452
P35609	Q9BYV2	1	1	16407236	MI:0110 - text mining	P35609;Q9BYV2	894	358
P35916	P49763	1	1	19244214	MI:0004 - affinity chromatography technology, MI:0110 - text mining	P35916;P49763	1363	221
P35916	P49765	1	1	19244214	MI:0004 - affinity chromatography technology, MI:0110 - text mining	P35916;P49765	1363	207
P35917	P35918	1	1	7970715	MI:0004 - affinity chromatography technologies	P35917;P35918	1363	1345
P35917	Q00731	1	2	7970715;8617204	MI:0004 - affinity chromatography technologies	P35917;Q00731	1363	392
P35918	P97946	1	1	20615255	MI:0030 - cross-linking study	P35918;P97946	1345	358
P35968	P49763	1	3	12714333;19244214;20101303	MI:0004 - affinity chromatography technology, MI:0110 - text mining | MI:0405 - competition binding	P35968;P49763	1356	221
P35968	P49765	1	2	16109918;19244214	MI:0004 - affinity chromatography technologies | MI:0004 - affinity chromatography technology, MI:0110 - text mining	P35968;P49765	1356	207
P35968	Q07326	1	1	19527527	MI:0054 - fluorescence-activated cell sorting	P35968;Q07326	1356	219
P36888	Q61508	1	1	9918857	MI:0019 - coimmunoprecipitation	P36888;Q61508	993	559
P36897	Q13347	1	1	7566156	MI:0018 - two hybrid	P36897;Q13347	503	325
P36915	P41240	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;P41240	607	450
P36915	P62879	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;P62879	607	340
P36915	Q02535	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q02535	607	119
P36915	Q14192	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q14192	607	279
P36915	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q16828	607	381
P36915	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q68DY1	607	528
P36915	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q70SY1	607	520
P36915	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q8TAU0	607	364
P36915	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q8TBX8	607	421
P36915	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q92730	607	232
P36915	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q92785	607	391
P36915	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q9H2S9	607	585
P36915	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q9H6S3	607	715
P36915	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q9H9D4	607	720
P36915	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q9NQX6	607	463
P36915	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q9UH92	607	298
P36915	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q9UHR5	607	308
P36915	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P36915;Q9UHX1	607	559
P37231	Q6EMB2	1	1	20374646	MI:0018 - two hybrid, MI:0110 - text mining	P37231;Q6EMB2	505	1281
P37231	Q96RL1	1	1	17311814	MI:0018 - two hybrid	P37231;Q96RL1	505	719
P37275	Q13547	1	1	9491888	MI:0007 - anti tag coimmunoprecipitation	P37275;Q13547	1124	482
P37455	P54394	1	1	21170359	MI:0069 - mass spectrometry studies of complexes	P37455;P54394	172	931
P37840	P43004	1	1	17823119	MI:0018 - two hybrid	P37840;P43004	140	574
P37889	P55002	1	1	17324935	MI:0892 - solid phase assay	P37889;P55002	1221	183
P37889	Q9QZJ6	1	1	17324935	MI:0892 - solid phase assay	P37889;Q9QZJ6	1221	164
P38532	Q99K43	1	1	18570919	MI:0018 - two hybrid	P38532;Q99K43	525	603
P38936	P49736	1	1	15232106	MI:0096 - pull down	P38936;P49736	164	904
P39052	Q62600	1	1	21490139	Mi:0019 - coimmunoprecipitation, MI:0027 - cosedimentation	P39052;Q62600	870	1202
P39429	Q9D8D0	1	1	15644327	MI:0007 - anti tag coimmunoprecipitation	P39429;Q9D8D0	501	175
P39447	Q8VHG2	1	1	16043488	MI:0019 - coimmunoprecipitation	P39447;Q8VHG2	1745	1126
P40424	Q9BQG0	1	1	17875935	MI:0019 - coimmunoprecipitation	P40424;Q9BQG0	430	1328
P40425	Q9BQG0	1	1	17875935	MI:0019 - coimmunoprecipitation	P40425;Q9BQG0	430	1328
P40616	Q8IWJ2	0	1	15522892	MI:0051 - fluorescence technologies	P40616;Q8IWJ2	181	1684
P40692	P54278	0	1	10101297	MI:0019 - coimmunoprecipitation; MI:0019	P40692;P54278	756	862
P41240	P62879	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;P62879	450	340
P41240	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q16828	450	381
P41240	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q68DY1	450	528
P41240	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q70SY1	450	520
P41240	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q8TAU0	450	364
P41240	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q8TBX8	450	421
P41240	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q92730	450	232
P41240	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q92785	450	391
P41240	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q93096	450	173
P41240	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q9H2S9	450	585
P41240	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q9H6S3	450	715
P41240	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q9H9D4	450	720
P41240	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q9NQX6	450	463
P41240	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q9UH92	450	298
P41240	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q9UHR5	450	308
P41240	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P41240;Q9UHX1	450	559
P41273	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P41273;Q68396	254	176
P41593	Q9WTJ5	1	1	15823033	MI:0019 - coimmunoprecipitation, MI:0113 - western blot	P41593;Q9WTJ5	591	148
P42224	Q8TAE8	1	1	18200042	MI:0018 - two hybrid	P42224;Q8TAE8	750	222
P42224	Q9Y6X2	1	1	9388184	MI:0019 - coimmunoprecipitation	P42224;Q9Y6X2	750	628
P42225	Q2EMV9	1	1	16537510	MI:0019 - coimmunoprecipitation	P42225;Q2EMV9	749	1817
P42226	Q08211	1	1	16914450	MI:0096 - pull down	P42226;Q08211	847	1270
P42229	Q8TAE8	1	1	18200042	MI:0018 - two hybrid	P42229;Q8TAE8	794	222
P42285	Q01780	0	1	15231747	MI:0018 - two hybrid	P42285;Q01780	1042	885
P42285	Q06265	1	1	15231747	MI:0018 - two hybrid	P42285;Q06265	1042	439
P42285	Q13868	0	1	15231747	MI:0018 - two hybrid	P42285;Q13868	1042	293
P42285	Q15024	1	1	15231747	MI:0018 - two hybrid	P42285;Q15024	1042	291
P42285	Q96B26	1	1	15231747	MI:0018 - two hybrid	P42285;Q96B26	1042	276
P42285	Q9NPD3	1	1	15231747	MI:0018 - two hybrid	P42285;Q9NPD3	1042	245
P42285	Q9NQT4	1	1	15231747	MI:0018 - two hybrid	P42285;Q9NQT4	1042	235
P42285	Q9NQT5	1	1	15231747	MI:0018 - two hybrid	P42285;Q9NQT5	1042	275
P42285	Q9Y2L1	1	1	15231747	MI:0018 - two hybrid	P42285;Q9Y2L1	1042	958
P42285	Q9Y3B2	1	1	15231747	MI:0018 - two hybrid	P42285;Q9Y3B2	1042	195
P42586	Q62414	1	1	14573534	MI:0019 - coimmunoprecipitation	P42586;Q62414	273	383
P42771	Q9UBD5	1	1	15232106	MI:0096 - pull down	P42771;Q9UBD5	156	711
P42858	Q13127	1	1	18922795	MI:0019 - coimmunoprecipitation	P42858;Q13127	3142	1097
P42858	Q96NA2	1	1	18922795	MI:0019 - coimmunoprecipitation	P42858;Q96NA2	3142	401
P43004	Q15050	1	1	17823119	MI:0018 - two hybrid	P43004;Q15050	574	365
P43004	Q9UJV9	1	1	17823119	MI:0018 - two hybrid	P43004;Q9UJV9	574	622
P43146	Q6ZVN8	1	1	16103117	MI:0007 - anti tag coimmunoprecipitation	P43146;Q6ZVN8	1447	426
P43351	Q9BXW9	1	1	15115758	MI:0018 - two hybrid	P43351;Q9BXW9	418	1451
P43403	Q6PIZ9	1	1	20298603	MI:0019 - coimmunoprecipitation	P43403;Q6PIZ9	619	186
P43489	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P43489;Q68396	277	176
P45481	Q9WTL8	1	1	19922678	MI:0019 - coimmunoprecipitation	P45481;Q9WTL8	2441	632
P45880	Q16611	0	1	15757910	MI:0096 - pull down	P45880;Q16611	294	211
P45973	Q13263	0	1	10022127	MI:0018 - two hybrid	P45973;Q13263	191	835
P45983	Q49A26	1	1	16352664	MI:0019 - coimmunoprecipitation	P45983;Q49A26	427	553
P45983	Q62132	1	1	10419510	MI:0096 - pull down	P45983;Q62132	427	656
P45983	Q9BUB5	1	1	9155017	MI:0096 - pull down	P45983;Q9BUB5	427	465
P45983	Q9HBH9	0	1	9155017	MI:0096 - pull down	P45983;Q9HBH9	427	465
P46108	Q13905	0	1	8621483	MI:0019 - coimmunoprecipitation	P46108;Q13905	304	1077
P46108	Q9H2B2	1	1	18046461	MI:0018 - two hybrid	P46108;Q9H2B2	304	425
P46150	Q07436	0	1	17980164	MI:0110 - text mining, MI:0113 - western blot	P46150;Q07436	578	1427
P46414	Q03147	1	1	7954814	MI:0019 - coimmunoprecipitation	P46414;Q03147	197	346
P46527	Q92574	1	2	15355997;18291711	MI:0019 - coimmunoprecipitation	P46527;Q92574	198	1164
P46531	P80370	1	1	21124733	MI:0019 - coimunoprecipitation, MI:0110 - text mining	P46531;P80370	2555	383
P46662	Q61391	1	1	19388049	MI:0019 - coimmunoprecipitation	P46662;Q61391	596	750
P46934	Q9Y5X1	1	1	20491914	MI:0059 - gst pull down	P46934;Q9Y5X1	1319	595
P46939	Q7Z434	1	1	20661427	MI:0019 - coimmunoprecipitation	P46939;Q7Z434	3433	540
P47708	P61027	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P47708;P61027	681	200
P47709	P61765	1	1	16203731	MI:0096 - pull down	P47709;P61765	684	594
P47709	P63045	1	1	16203731	MI:0096 - pull down	P47709;P63045	684	116
P47709	Q62768	1	1	16203731	MI:0096 - pull down	P47709;Q62768	684	1735
P48023	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P48023;Q68396	281	176
P48552	Q15406	1	1	10940306	MI:0728 - gal4 vp16 complementation	P48552;Q15406	1158	480
P48616	Q0VC48	1	1	12860419	MI:0047 - far western blotting	P48616;Q0VC48	466	345
P48729	Q96EV8	1	1	16618118	MI:0096 - pull down	P48729;Q96EV8	337	351
P48729	Q9BQY9	1	1	16618118	MI:0096 - pull down	P48729;Q9BQY9	337	259
P48730	Q96EV8	1	1	16618118	MI:0096 - pull down	P48730;Q96EV8	415	351
P48995	Q9UBN4	1	1	15834157	MI:0006 - anti bait coimmunoprecipitation	P48995;Q9UBN4	793	977
P49023	Q9HBI1	1	1	15159419	MI:0019 - coimmunoprecipitation	P49023;Q9HBI1	591	364
