sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score
393	TRN-SR	23534	9606	SRp75	6429	9606	no_binding	far_western	far Western blotting	However, we note that no binding of TRN-SR to SRp75 was detected by far Western blotting, although this protein is abundant in the fraction we tested (Fig.	These results strongly suggest that TRN-SR is a general nuclear import receptor for SR proteins.	6).	10366588	PMC2133142	Transportin-SR, a Nuclear Import Receptor for SR Proteins	CLAIM:000323892:0-1	PAIR2:GENE:23534|GENE:6429	CLAIM:000323892	8674dba8f916ae3136849d23861d1f07e99acee9	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
395	Pyrin	4210	9606	RSK	6197	9606	no_interaction	coIP	co-immunoprecipitation	We observed no interaction between pyrin and RSK2 in a co-immunoprecipitation assay from lysates of normal human monocytes, but, when the cells were infected with Y. pestis, an interaction of endogenous pyrin with RSK2 was observed (Fig.	To understand how pyrin is phosphorylated by RSKs, we tested whether pyrin interacts with RSK in the cytosol, similarly to PKN1.	4a).	32601469	PMC7381377	Ancient familial Mediterranean fever mutations in human pyrin and resistance to Yersinia pestis	CLAIM:000259361:0-1	PAIR2:GENE:4210|GENE:6197	CLAIM:000259361	b20f5105f5901634a21a12562488f22f152a107e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	1	0	0	1	0	0	95.0
396	fibrinogen	2244	9606	fibronectin	2335	9606	no_binding	SPR	ELISA	In both ELISA and surface plasmon resonance (SPR) experiments, immobilized fibrinogen did not bind fibronectin at all, but after conversion to fibrin, it bound fibronectin with high affinity.	To address these questions, we studied the interaction of fibronectin with fibrinogen, fibrin, and their proteolytic and recombinant fragments.	To test which regions of fibrin are involved in this binding, we studied the interaction of fibronectin with the fibrin-derived D-D:E(1) complex and a recombinant alphaC fragment (residues Aalpha221-610) corresponding to the alphaC domain that together encompass the whole fibrin(ogen) molecule.	12069579		Interaction of fibrin(ogen) with fibronectin: further characterization and localization of the fibronectin-binding site.	CLAIM:000032678:0-1	PAIR2:GENE:2244|GENE:2335	CLAIM:000032678	1b97a3a261a7a224645e4d9afc856ee4cbbcaea2	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	positive_conflict	1	1	broad_unresolved	1	0	0	0	1	0	95.0
397	ERK2	327672	9913	arrestin-1	6295	9606	no_binding	pull_down	pull-down	In this format arrestin-1 was not retained by ERK2 columns, suggesting that either free arrestin-1 does not bind ERK2, or the affinity of this interaction is too low to maintain the complex throughout the washing procedure.	1C).	Both non-visual arrestins bind comparably to active ERK2 (Fig.	22174878	PMC3236217	The Effect of Arrestin Conformation on the Recruitment of c-Raf1, MEK1, and ERK1/2 Activation	CLAIM:000013995:0-1	PAIR2:GENE:327672|GENE:6295	CLAIM:000013995	4dc25aa7b195821052776a9a3cde8556596b3d80	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
398	SANS	16470	10090	IFT20	55978	10090	no_binding	pull_down	pull-down	While the interaction of SANS with IFT52 was most consistent and reproducible, IFT20 did not bind and IFT74 showed only a very weak binding to SANS in the in vitro GFP-Trap assays (Figures 2A,B).	However, it is notable that the data were not consistent in the different protein-protein interaction assays.	IFT57 and IFT20 were not recruited by PalmMyr-SANS in the membrane targeting assay (Figure 3).	31637240	PMC6787559	SANS (USH1G) Molecularly Links the Human Usher Syndrome Protein Network to the Intraflagellar Transport Module by Direct Binding to IFT-B Proteins	CLAIM:000192469:0-1	PAIR2:GENE:16470|GENE:55978	CLAIM:000192469	145f590f769c0db5552f0385d446802f86111fe0	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
399	SANS	16470	10090	IFT74	67694	10090	no_binding	pull_down	pull-down	While the interaction of SANS with IFT52 was most consistent and reproducible, IFT20 did not bind and IFT74 showed only a very weak binding to SANS in the in vitro GFP-Trap assays (Figures 2A,B).	However, it is notable that the data were not consistent in the different protein-protein interaction assays.	IFT57 and IFT20 were not recruited by PalmMyr-SANS in the membrane targeting assay (Figure 3).	31637240	PMC6787559	SANS (USH1G) Molecularly Links the Human Usher Syndrome Protein Network to the Intraflagellar Transport Module by Direct Binding to IFT-B Proteins	CLAIM:000192470:0-1	PAIR2:GENE:16470|GENE:67694	CLAIM:000192470	ae8c9b4a342e3ead6fd4e74c542d05444af40a48	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
400	APC	324	9606	POLbeta	5423	9606	no_interaction	coIP	co-immunoprecipitation	Similarly, the interaction of POLbeta and APC remained unchanged in HCT-116 and HT-29 cells before and after 5-FU treatment, but no interaction was observed in LOVO cells.	No FEN1 protein was detected in the control IgG pull-down (lane 1).	Lanes 4, 7, and 10 confirm the presence of POLbeta in the nuclear extract (Fig.	25460919	PMC4830146	5-Fluorouracil mediated anti-cancer activity in colon cancer cells is through the induction of Adenomatous Polyposis Coli: Implication of the long-patch base excision repair pathway	CLAIM:000052045:0-1	PAIR2:GENE:324|GENE:5423	CLAIM:000052045	367a0320055364f27cf9569a9abf9ac7190707a0	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	95.0
401	AP-2	100794096	1133691	Arf-1	338058	9606	no_binding	pull_down	pull-down	There was no binding to AP-2 under any condition, which highlights the specificity of the AP-1 interaction with Arf-1.	1 C, lanes 3-6).	This effect was dependent on the concentration of both free peptide (Fig.	18250197	PMC2234244	Binding of cargo sorting signals to AP-1 enhances its association with ADP ribosylation factor 1-GTP	CLAIM:000319804:0-1	PAIR2:GENE:100794096|GENE:338058	CLAIM:000319804	43b4d34876fcc0c0e34ac81479eb0bc61f59bf39	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
402	FAF1	11124	9606	histone H2A	179261	10090	no_binding	pull_down	pull-down	FAF1 pull-down co-purified POLD2, one of the proteins that is relocated upon USP7 inhibition, while it did not bind RPA2 or histone H2A (Figures S4F and S4M).	Finally, we checked the binding of FAF1 to DNA replication factors.	To further define the link between SUMO/ubiquitin and UBXN-3/FAF1, we went back to the C. elegans model system.	34644576	PMC8527565	USP7 and VCPFAF1 define the SUMO/Ubiquitin landscape at the DNA replication fork	CLAIM:000218137:0-1	PAIR2:GENE:11124|GENE:179261	CLAIM:000218137	f3acbdc8214120f516b42d6a55b3d92590317fc2	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
403	FAF1	11124	9606	RPA2	172092	10090	no_binding	pull_down	pull-down	FAF1 pull-down co-purified POLD2, one of the proteins that is relocated upon USP7 inhibition, while it did not bind RPA2 or histone H2A (Figures S4F and S4M).	Finally, we checked the binding of FAF1 to DNA replication factors.	To further define the link between SUMO/ubiquitin and UBXN-3/FAF1, we went back to the C. elegans model system.	34644576	PMC8527565	USP7 and VCPFAF1 define the SUMO/Ubiquitin landscape at the DNA replication fork	CLAIM:000218136:0-1	PAIR2:GENE:11124|GENE:172092	CLAIM:000218136	22465c597299e757270b97f700a9ae102cc19de2	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
404	uPAR	281983	9606	LRP	4035	9606	no_binding	pull_down	pull-down	Control experiments (not shown) included parallel incubations on LRP and RAP-Sepharose columns that did not bind any of the uPAR preparations or m-uPAR.	On the other hand, reduction and alkylation of uPAR released by PiPLC caused a marked reduction in binding suggesting that the overall conformation of the protein moiety is important.		9566979	PMC2132758	Mannose 6-Phosphate/Insulin-like Growth Factor-II Receptor Targets the Urokinase Receptor to Lysosomes via a Novel Binding Interaction	CLAIM:000300636:0-1	PAIR2:GENE:281983|GENE:4035	CLAIM:000300636	fe829019aa95ff15ba9a34d233a925e491cb8803	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
405	Impalpha	3612	9606	Imp4	92856	10090	no_binding	pull_down	pull-down	Pull-down binding assays showed that Impalpha binds to the S. pombe Mex67p N-terminal tail or spNXF1-N, binds very weakly to Imp11, and does not bind Impbeta, Kapbeta2, or Imp4 (Figure 5, A and F).	The basic patches appeared to contain bipartite classic NLSs (Figure 4).	These results suggested that nuclear import of NXF1 in S. pombe is most likely to be mediated by the classic Impalpha/beta pathway.	21965294	PMC3226482	Evolutionary development of redundant nuclear localization signals in the mRNA export factor NXF1	CLAIM:000018041:0-1	PAIR2:GENE:3612|GENE:92856	CLAIM:000018041	5c6920aa17e533949b76eaa8ad4c67c25a3915ab	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
406	OPTN	10133	9606	TBKBP1	9755	9606	no_binding	pull_down	pull-down	While 3FLAG-OPTN pulled down TBK1, it did not interact with either AZI2 or TBKBP1 (Fig.	1C).	1C).	39276928	PMC11490886	TBK1 adaptor AZI2/NAP1 regulates NDP52-driven mitochondrial autophagy	CLAIM:000142573:0-1	PAIR2:GENE:10133|GENE:9755	CLAIM:000142573	9c17b7a2b46524ef9d67238b29d1cdf84244203b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	1	0	0	0	0	0	95.0
407	Tem1	57124	4932	Gic1	856458	469008	no_binding	pull_down	pull-down	Tem1 and Gic1 failed to bind to MBP beads (unpublished data).	The proteins were then incubated with purified, immobilized MBP, MBP-Bub2 or MBP-Bfa1.	Binding of Tem1 to Bub2 and Bfa1 was observed in the absence of Gic1 (Fig.	14734533	PMC2172333	Novel regulation of mitotic exit by the Cdc42 effectors Gic1 and Gic2	CLAIM:000061934:0-1	PAIR2:GENE:57124|GENE:856458	CLAIM:000061934	af35d249afd783a375cedf8fa324f7de171a7718	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
408	uPAR	281983	9606	RAP	4043	9606	no_binding	pull_down	pull-down	Control experiments (not shown) included parallel incubations on LRP and RAP-Sepharose columns that did not bind any of the uPAR preparations or m-uPAR.	On the other hand, reduction and alkylation of uPAR released by PiPLC caused a marked reduction in binding suggesting that the overall conformation of the protein moiety is important.		9566979	PMC2132758	Mannose 6-Phosphate/Insulin-like Growth Factor-II Receptor Targets the Urokinase Receptor to Lysosomes via a Novel Binding Interaction	CLAIM:000300637:0-1	PAIR2:GENE:281983|GENE:4043	CLAIM:000300637	9574aaecc60fd96bcd05c1cd26bf9cf262f6e856	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
409	EGFR	1956	9606	epsinR	9685	10090	no_binding	pull_down	pull-down	We found that AP1gamma1 interacted with EGFR, whereas epsinR, and the delta subunit of the adaptor complex-3 (AP3delta1) showed no binding (Fig.	HEK293T cells coexpressing HA-BirA and EGFP with a Bio tag at its C-terminus (EGFP-Bio) were used as a negative control.	2A).	36739948	PMC10017364	The clathrin adaptor complex-1 and Rab12 regulate post-golgi trafficking of WT epidermal growth factor receptor (EGFR)	CLAIM:000231841:0-1	PAIR2:GENE:1956|GENE:9685	CLAIM:000231841	fd61e3e54c552613cd3743f4bc0ace43b784b2a6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	1	0	0	0	0	0	95.0
410	MBP	4155	9606	Gic1	856458	469008	no_binding	pull_down	pull-down	Tem1 and Gic1 failed to bind to MBP beads (unpublished data).	The proteins were then incubated with purified, immobilized MBP, MBP-Bub2 or MBP-Bfa1.	Binding of Tem1 to Bub2 and Bfa1 was observed in the absence of Gic1 (Fig.	14734533	PMC2172333	Novel regulation of mitotic exit by the Cdc42 effectors Gic1 and Gic2	CLAIM:000061936:0-1	PAIR2:GENE:4155|GENE:856458	CLAIM:000061936	62426730d5fb1a4892241b499137a3db0b1c36b5	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
411	Bam32	27071	9606	Pak2	5062	9606	no_binding	pull_down	unknown	In contrast to Pak1, Pak2 did not bind Bam32 confirming the previous KD experiment.	The pulldown experiment demonstrates that Bam32(DeltaPH)-HPK1 and Bam32(DeltaPH)-Pak1 interactions are dependent on PLC-gamma1, as neither kinase co-precipitated with Bam32 in Jgamma1 cells.	A similar pulldown was performed with JE6.1 lysates immunodepleted of PLC-gamma1.	22981863	PMC3483363	LAT-Independent Erk Activation via Bam32-PLC-gamma1-Pak1 Complexes: GTPase-Independent Pak1 Activation	CLAIM:000307618:0-1	PAIR2:GENE:27071|GENE:5062	CLAIM:000307618	a627b092aec2af7a1dece81e2cda7a395cce4e6a	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
412	UHRF1	29128	9606	H2A	8337	9606	no_binding	pull_down	pull-down	UHRF1 also showed little or no binding to unmodified or methylated histone H4 (Figure 1B, lanes 18, 19-23), and to unmodified H2A or H2B (aa 1-21) (Figure 1B, lanes 24-25).	As shown in Figure 1B, UHRF1 specifically and robustly binds the unmodified, N-terminal histone H3 tail (aa 1-21) (lane 4), but not the more internal sequence of H3, either unmodified (aa 15-35, lane 5) or methylated on R17 (aa 15-35, lanes 16-17).	Importantly, di- or trimethylation of H3K4 and H3K9, as well as H3R8 dimethylation, by and large did not significantly affect binding (Figure 1B, lanes 9-15).	21777816	PMC4691841	PHD Finger Recognition of Unmodified Histone H3R2 Links UHRF1 to Regulation of Euchromatic Gene Expression	CLAIM:000184192:0-1	PAIR2:GENE:29128|GENE:8337	CLAIM:000184192	b95f866a463e198921451ae8854a27102ca9aa13	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
413	MBP	4155	9606	Pex5	5830	9606	no_binding	pull_down	pull-down	MBP alone does not bind Pex5 (Supplementary Figure 9)	MBP-Pex15 and Pex5 migrate similarly, so the presence of Pex5 was determined by imaging its fluorescein label.		29321502	PMC5762779	The peroxisomal AAA-ATPase Pex1/Pex6 unfolds substrates by processive threading	CLAIM:000240519:0-1	PAIR2:GENE:4155|GENE:5830	CLAIM:000240519	211a9d86b21521d14d1a22dfa1414dc22a849349	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
414	Mlp1p	853970	4932	Cnm67p	855496	4932	no_binding	pull_down	pull-down	Whereas Mlp1p-PrA did not bind any SPB components, Mlp2p-PrA bound specifically to three SPB proteins (Spc110p, Spc42p, and Spc29p), but failed to interact with a fourth (Cnm67p).	The Mlp2p-associated SPB proteins were separated by SDS-PAGE, immobilized on nitrocellulose, and probed either with purified Mlp1p-PrA or Mlp2p-PrA.	These results are consistent with the immunopurification data above, and indicate that Mlp2p interacts directly with at least three SPB components, all of which are exposed on the nuclear side of the SPB and so accessible to the Mlp2p in vivo.	16027220	PMC2171418	The nuclear pore complex-associated protein, Mlp2p, binds to the yeast spindle pole body and promotes its efficient assembly	CLAIM:000225332:0-1	PAIR2:GENE:853970|GENE:855496	CLAIM:000225332	836558c669808c215f532e4fd28484509a17609c	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
415	ALR	2671	4932	MIC19	54927	4932	no_interaction	coIP	co-immunoprecipitation	We observed the Mia40 partner protein Erv1 in the elution fraction, but no interaction with Mic19 was detected (Fig.	We analyzed elution fractions under reducing conditions.	6C, left).	26416881	PMC4648825	The Oxidation Status of Mic19 Regulates MICOS Assembly	CLAIM:000126955:0-1	PAIR2:GENE:2671|GENE:54927	CLAIM:000126955	93cfa827a1a1dcb9e54f1c01279e27019896c03f	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	95.0
416	Mlp1p	853970	4932	Spc29p	855979	4896	no_binding	pull_down	pull-down	Whereas Mlp1p-PrA did not bind any SPB components, Mlp2p-PrA bound specifically to three SPB proteins (Spc110p, Spc42p, and Spc29p), but failed to interact with a fourth (Cnm67p).	The Mlp2p-associated SPB proteins were separated by SDS-PAGE, immobilized on nitrocellulose, and probed either with purified Mlp1p-PrA or Mlp2p-PrA.	These results are consistent with the immunopurification data above, and indicate that Mlp2p interacts directly with at least three SPB components, all of which are exposed on the nuclear side of the SPB and so accessible to the Mlp2p in vivo.	16027220	PMC2171418	The nuclear pore complex-associated protein, Mlp2p, binds to the yeast spindle pole body and promotes its efficient assembly	CLAIM:000225331:0-1	PAIR2:GENE:853970|GENE:855979	CLAIM:000225331	ddddea6bbd3101ddda87fb5abc8de10fd6694728	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
417	Spc42p	853824	4932	Mlp1p	853970	4932	no_binding	pull_down	pull-down	Whereas Mlp1p-PrA did not bind any SPB components, Mlp2p-PrA bound specifically to three SPB proteins (Spc110p, Spc42p, and Spc29p), but failed to interact with a fourth (Cnm67p).	The Mlp2p-associated SPB proteins were separated by SDS-PAGE, immobilized on nitrocellulose, and probed either with purified Mlp1p-PrA or Mlp2p-PrA.	These results are consistent with the immunopurification data above, and indicate that Mlp2p interacts directly with at least three SPB components, all of which are exposed on the nuclear side of the SPB and so accessible to the Mlp2p in vivo.	16027220	PMC2171418	The nuclear pore complex-associated protein, Mlp2p, binds to the yeast spindle pole body and promotes its efficient assembly	CLAIM:000225330:0-1	PAIR2:GENE:853824|GENE:853970	CLAIM:000225330	b04307d617913f2af272c42d55a6c5a225865554	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
418	iRHOM1	13650	10090	K16	3868	9606	no_binding	pull_down	pull-down	It has previously been reported that both iRHOM2 and its rhomboid family member iRHOM1 can bind ADAM17 (ref.); however, K16 did not bind iRHOM1 in pull-down assays using TOC and CTRL cells (Fig.	2d).	2d and Supplementary Fig.	28128203	PMC5290154	Rhomboid family member 2 regulates cytoskeletal stress-associated Keratin 16	CLAIM:000025978:0-1	PAIR2:GENE:13650|GENE:3868	CLAIM:000025978	dcbeabc415834015e2e3ab82d8ed0d2e1cbdeb47	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0
419	Neurocan	1463	10116	EGF receptor	1956	9606	no_binding	in_vitro_binding_unspecified	binding assay	Neurocan bound at high levels to Ng-CAM and N-CAM, but little or no binding was detected to myelin-associated glycoprotein, EGF receptor, fibronectin, laminin, and collagen IV.	To investigate these interactions more directly, we have tested binding of soluble 125I- neurocan to microwells coated with different glycoproteins.	The binding to Ng-CAM and N-CAM was saturable and in each case Scatchard plots indicated a high affinity binding site with a dissociation constant of approximately 1 nM.	7513709	PMC2119998	The neuronal chondroitin sulfate proteoglycan neurocan binds to the neural cell adhesion molecules Ng-CAM/L1/NILE and N-CAM, and inhibits neuronal adhesion and neurite outgrowth	CLAIM:000204283:0-1	PAIR2:GENE:1463|GENE:1956	CLAIM:000204283	d6831a03bd3652f50b2216783d6a5eb21cdb03ce	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
420	Xpo1	7514	9606	Slx9	852972	4932	no_binding	in_vitro_binding_unspecified	in vitro binding assay	However, Slx9 did not bind the export receptor Xpo1 in presence of RanGTP in vitro, suggesting that it does not contain a nuclear export signal and therefore is unlikely to be an export adapter (data not shown).	These results indicate that Slx9 is embedded in a network of functional interactions involving the NPC.	Slx9 may be necessary for recruitment of an export adaptor on maturing pre40S subunits.	22956913	PMC3431309	Role of Mex67-Mtr2 in the Nuclear Export of 40S Pre-Ribosomes	CLAIM:000098855:0-1	PAIR2:GENE:7514|GENE:852972	CLAIM:000098855	a5b86c7838677c3dc195adccb4c2360e30c44f9c	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
421	Erg27	850790	10116	Osh4	855958	4932	no_binding	Y2H	immunoprecipitation	No interaction between Erg6 and other Oshes was detected in two-hybrid assays, nor could we find binding between Osh4 and Erg2, Erg6, Erg7, or Erg27 in immunoprecipitations (Figs.	3 H).	3 G and S3 E), suggesting that Osh2 plays a prominent role at cortical ERSESs.	34283201	PMC8294947	Coupled sterol synthesis and transport machineries at ER-endocytic contact sites	CLAIM:000030299:0-1	PAIR2:GENE:850790|GENE:855958	CLAIM:000030299	1d2d7c58b671768cc8aa39aa28292536f26ed398	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
422	D14	819554	3702	SMAX1	835878	3702	no_binding	Y2H	pull-down	SMAX1 also did not interact with D14 in vitro in a pull-down assay.	Although both SMAX1 and SMXL2 are able to co-immunoprecipitate KAI2 from Arabidopsis protoplasts in the presence of an agonist, only SMXL2 is effective at co-immunoprecipitation of D14.	Likewise, we observed weaker Y2H interactions between D14 and SMAX1 than between D14 and SMXL2 (Figure 3A).	35529949	PMC9073322	The strigolactone receptor D14 targets SMAX1 for degradation in response to GR24 treatment and osmotic stress	CLAIM:000273808:0-1	PAIR2:GENE:819554|GENE:835878	CLAIM:000273808	88c8d979eb93318a3b6a74031239c91986bd2feb	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
423	RIG-I	23586	9606	SDC3	9672	9606	no_binding	Y2H	yeast two-hybrid	1a,b, in contrast to SDC4, SDC1, SDC2 and SDC3 failed to interact with RIG-I, indicating the specific interaction between SDC4 and RIG-I.	As shown in Supplementary Fig.	Next, we determined whether the endogenous RIG-I protein could form a complex with SDC4.	27279133	PMC4906230	Syndecan-4 negatively regulates antiviral signalling by mediating RIG-I deubiquitination via CYLD	CLAIM:000016292:0-1	PAIR2:GENE:23586|GENE:9672	CLAIM:000016292	f7cf455a7b5030814f947755c588118645bd8d33	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
424	RIG-I	23586	9606	SDC2	6383	9606	no_binding	Y2H	yeast two-hybrid	1a,b, in contrast to SDC4, SDC1, SDC2 and SDC3 failed to interact with RIG-I, indicating the specific interaction between SDC4 and RIG-I.	As shown in Supplementary Fig.	Next, we determined whether the endogenous RIG-I protein could form a complex with SDC4.	27279133	PMC4906230	Syndecan-4 negatively regulates antiviral signalling by mediating RIG-I deubiquitination via CYLD	CLAIM:000016291:0-1	PAIR2:GENE:23586|GENE:6383	CLAIM:000016291	e228be5c344cf78a069deabf86696a5fd932c5bc	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
425	NRB4	838147	252690	NPR1	842733	3702	no_binding	Y2H	yeast two-hybrid	We previously found that NPR1 and NRB4 do not interact in Y2H.		Our current results showed that betaCA1f interacted with both proteins in Y2H, suggesting that it might interact with both at the same time, perhaps functioning like a molecular bridge or scaffolding.	28753666	PMC5533460	beta-carbonic anhydrases play a role in salicylic acid perception in Arabidopsis	CLAIM:000153867:0-1	PAIR2:GENE:838147|GENE:842733	CLAIM:000153867	fa811e8769c87df46265073d432da614e898433b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
426	WNT11	140584	10116	FZD10	363913	10116	failed_detection	coIP	co-immunoprecipitation	3d), whereas the stable complexes between WNT11 and FZD10 were not detected by CO-IP (Supplementary Fig.	3c) and SMCs (Fig.	4m, n).	41663583	PMC12886777	Wnt11 mediates fibroblast-smooth muscle cell interaction to promote neurogenic bladder fibrosis in rats	CLAIM:000315491:0-1	PAIR2:GENE:140584|GENE:363913	CLAIM:000315491	82bb4ae40024c57cfd611cc96d3acd65d2879d37	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	94.0
427	GFAP	14580	10090	TRADD	71609	10090	no_binding	Y2H	two-hybrid	In a two-hybrid system, TRADD specifically bound K18 and K14, type I (acidic) keratins, but did not bind type II keratins, including K5 and K8, or type III IFs, including vimentin, GFAP, and desmin (Fig.		1 B).	11684708	PMC2150850	Keratin attenuates tumor necrosis factor-induced cytotoxicity through association with TRADD	CLAIM:000225279:0-1	PAIR2:GENE:14580|GENE:71609	CLAIM:000225279	f6e98d0c8140fd6b6a43d3bfb0c6830a6a175930	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
428	Neurocan	1463	10116	myelin-associated glycoprotein	4099	9606	no_binding	in_vitro_binding_unspecified	binding assay	Neurocan bound at high levels to Ng-CAM and N-CAM, but little or no binding was detected to myelin-associated glycoprotein, EGF receptor, fibronectin, laminin, and collagen IV.	To investigate these interactions more directly, we have tested binding of soluble 125I- neurocan to microwells coated with different glycoproteins.	The binding to Ng-CAM and N-CAM was saturable and in each case Scatchard plots indicated a high affinity binding site with a dissociation constant of approximately 1 nM.	7513709	PMC2119998	The neuronal chondroitin sulfate proteoglycan neurocan binds to the neural cell adhesion molecules Ng-CAM/L1/NILE and N-CAM, and inhibits neuronal adhesion and neurite outgrowth	CLAIM:000204282:0-1	PAIR2:GENE:1463|GENE:4099	CLAIM:000204282	2ee08df41703fb2037a91a6e9b265cc70d02842a	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
