ac_id	protein_a	protein_c	tax_id	pdb_id	assembly_id	structure_file	chain_a	chain_c	bridge_chain	bridge_protein	num_protein_chains	experimental_method	resolution	r_free	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_distance_margin_status	ac_mutual_nearest	a_observed_residues	c_observed_residues	a_construct_coverage	c_construct_coverage	a_canonical_coverage	c_canonical_coverage	ab_min_heavy_a	bc_min_heavy_a	ab_cbca_contact_pairs_8a	bc_cbca_contact_pairs_8a	ab_interface_residues_anchor	ab_interface_residues_bridge	bc_interface_residues_bridge	bc_interface_residues_negative	bridge_edges_interface_pass	aggregate_noncontact_assemblies	aggregate_class_a_assemblies	aggregate_distinct_pdb_count	assembly_coordinate_source	assembly_rebuild_audit_status	direct_positive_conflict_status	structure_grade_provisional	negative_label_semantics	qc_status	assembly_size_stratum
AC:004335	Q8TH71	Q8TRC2	188937	9zni	1	9zni-assembly1.cif.gz	E	QA	D	A0A832SGR1	58	ELECTRON MICROSCOPY			35.710	40.233	robust_ge_10A	0	257	175	0.9380	0.9259	0.9380	0.9259	2.655	5.592	15	0	10	6	0	0	0	2	1	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004336	O97725	P48305	9913	7r41	1	7r41-assembly1.cif.gz	QA	MA	D	P17694	45	ELECTRON MICROSCOPY			106.580	108.706	robust_ge_10A	0	145	127	1.0000	0.9845	1.0000	0.9845	4.143	7.368	0	0	0	0	0	0	0	50	5	50	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004337	Q15050	Q9BRT6	9606	8ir3	1	8ir3-assembly1.cif.gz	R	GA	L	P46776	55	ELECTRON MICROSCOPY			18.016	23.723	robust_ge_10A	0	135	67	0.6279	0.5194	0.3699	0.5194	3.277	3.371	6	0	3	5	0	0	0	9	1	9	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004338	Q5SHR2	Q5SLP6	300852	4v4z	1	4v4z-assembly1.cif.gz	DB	HA	LA	P60489	50	X-RAY DIFFRACTION			19.790	24.446	robust_ge_10A	0	37	138	1.0000	0.9388	1.0000	0.9388	6.462	7.714	0	0	0	0	0	0	0	27	7	22	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004339	P56537	Q9NZM5	9606	8fl4	1	8fl4-assembly1.cif.gz	FB	OA	KA	Q13823	59	ELECTRON MICROSCOPY			79.934	86.174	robust_ge_10A	0	244	254	0.9959	0.5314	0.9959	0.5314	6.875	2.835	0	19	0	0	7	8	0	8	2	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004340	Q9CPR5	Q9CQL5	10090	9hcd	1	9hcd-assembly1.cif.gz	M	P	X	Q9D1B9	50	ELECTRON MICROSCOPY			33.653	39.710	robust_ge_10A	0	144	131	0.8182	0.8792	0.4881	0.7278	2.771	3.365	60	3	24	28	2	2	0	6	4	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004341	G0RZE9	G0SHX6	759272	8i9z	1	8i9z-assembly1.cif.gz	WA	L	E	G0SCK6	58	ELECTRON MICROSCOPY			8.511	11.931	borderline_8_to_10A	0	135	494	1.0000	0.7275	1.0000	0.7275	2.277	2.467	23	209	11	14	68	92	1	12	12	12	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004342	Q7MTL7	Q7MVQ8	242619	9i5v	1	9i5v-assembly1.cif.gz	AB	T	PA	Q7MTM6	51	ELECTRON MICROSCOPY			25.010	30.101	robust_ge_10A	0	80	80	0.8989	0.7921	0.8989	0.6957	3.313	2.579	8	33	5	5	12	15	1	2	1	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004343	A0QSD4	A0R7F7	246196	8whx	1	8whx-assembly1.cif.gz	A	TA	HA	A0R7F9	47	ELECTRON MICROSCOPY			17.816	20.195	robust_ge_10A	0	275	65	0.9892	0.7738	0.9892	0.7738	2.979	2.578	4	24	3	2	10	12	0	10	5	10	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004344	A3HTB8	A3HTC1	388413	7aef	1	7aef-assembly1.cif.gz	N	LA	Z	A3HTC0	48	ELECTRON MICROSCOPY			38.183	38.814	robust_ge_10A	0	225	141	0.9868	0.9930	0.9868	0.9930	2.974	2.703	26	34	13	11	16	12	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004345	Q9VTB4	Q9VX36	7227	8esz	1	8esz-assembly1.cif.gz	NA	E	BA	Q9VWI0	43	ELECTRON MICROSCOPY			38.328	44.497	robust_ge_10A	0	117	214	0.9435	0.8843	0.9435	0.8843	2.645	3.056	27	1	12	11	1	1	0	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004346	Q8TRU6	Q8TU90	188937	9znf	1	9znf-assembly1.cif.gz	I	Q	D	A0A832S9K2	58	ELECTRON MICROSCOPY			28.340	32.699	robust_ge_10A	0	252	170	0.9960	0.9827	0.9960	0.9827	3.133	6.365	9	2	5	6	2	2	0	7	1	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004347	Q80ZS3	Q9CY16	10090	7pnv	1	7pnv-assembly1.cif.gz	U	W	P	Q8R2L5	31	ELECTRON MICROSCOPY			15.502	18.922	robust_ge_10A	0	174	100	0.8700	0.5376	0.8700	0.5376	2.873	2.899	35	13	11	15	5	7	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004348	A0A8D1BPA5	F1RMQ4	9823	8oiq	1	8oiq-assembly1.cif.gz	YA	EA	RA	A0A480QIM3	58	ELECTRON MICROSCOPY			34.826	38.849	robust_ge_10A	0	122	153	0.9037	0.9053	0.9037	0.9053	3.294	2.516	1	18	1	1	10	10	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004349	A0A0F7UYM7	A0A125YSG6	432359	5xxu	1	5xxu-assembly1.cif.gz	EA	N	L	B9PMU7	33	ELECTRON MICROSCOPY			25.182	27.641	robust_ge_10A	0	51	99	0.9444	0.6972	0.9444	0.6556	2.495	5.012	7	2	5	4	2	2	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004350	P31800	P68530	9913	2ybb	1	2ybb-assembly1.cif.gz	HA	M	JA	P00157	48	ELECTRON MICROSCOPY			39.167	40.370	robust_ge_10A	0	443	196	0.9933	1.0000	0.9229	0.8634	2.534	2.708	10	85	6	6	32	29	1	6	2	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004351	R1BKA6	R1DWS2	2903	9jj8	1	9jj8-assembly1.cif.gz	RA	F	B	R1D5F1	51	ELECTRON MICROSCOPY			18.262	23.039	robust_ge_10A	0	87	161	0.6541	0.8750	0.7838	0.6736	2.624	2.537	55	73	22	24	31	28	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004352	P0CX31	P40160	559292	6y7c	1	6y7c-assembly1.cif.gz	Y	GA	F	P26783	33	ELECTRON MICROSCOPY			14.210	19.186	robust_ge_10A	0	63	286	0.5833	0.6729	0.4667	0.6729	2.769	2.974	22	13	10	12	6	5	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004353	A0AAN0Y071	A0AAN1CVB0	1219067	9h91	1	9h91-assembly1.cif.gz	N	Q	I	A0AAN1CUL8	28	ELECTRON MICROSCOPY			20.778	25.501	robust_ge_10A	0	123	120	1.0000	0.9524	0.9762	1.0256	2.835	2.857	8	4	3	4	4	2	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004354	P15690	P48305	9913	7dh0	1	7dh0-assembly1.cif.gz	A	GA	C	P23709	45	ELECTRON MICROSCOPY			13.683	19.839	robust_ge_10A	0	344	114	0.9914	0.8906	0.4732	0.8837	3.264	2.765	51	56	22	21	28	24	1	50	7	50	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004355	A2DHU7	A2G4E1	412133	5xy3	1	5xy3-assembly1.cif.gz	CA	L	F	A2F592	40	ELECTRON MICROSCOPY			28.168	30.130	robust_ge_10A	0	149	195	0.9868	0.9330	0.9868	1.0317	4.893	2.422	0	23	0	0	8	13	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004356	A2RNV0	A2RP61	416870	5myj	1	5myj-assembly1.cif.gz	B	I	YA	A2RIX0	48	ELECTRON MICROSCOPY			20.349	24.903	robust_ge_10A	0	224	129	0.8784	0.9923	0.8784	0.9923	0.847	2.732	53	8	18	18	5	3	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004357	A0A480JRW3	O79874	9823	7w1p	1	7w1p-assembly1.cif.gz	EA	PA	QA	F1SLR1	45	ELECTRON MICROSCOPY			33.161	37.234	robust_ge_10A	0	121	303	1.0000	0.9528	0.9918	0.9528	2.627	3.313	40	4	22	14	4	1	0	53	53	53	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004358	A0A0M4TFJ4	A0A0M4U401	45610	8rd8	1	8rd8-assembly1.cif.gz	G	LA	CA	A0A0M4U618	52	ELECTRON MICROSCOPY			42.359	44.456	robust_ge_10A	0	233	79	0.8662	0.8681	0.8662	0.8681	7.944	3.701	0	5	0	0	3	3	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004359	A4ZFB7	A4ZFB9	53369	9mu2	1	9mu2-assembly1.cif.gz	P	IA	N	A4ZFC2	40	ELECTRON MICROSCOPY			23.172	27.592	robust_ge_10A	0	109	162	0.9478	0.8394	0.9478	0.8394	2.629	3.327	18	1	13	5	1	1	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004360	A0A3B5Z5M6	Q7X744	4565	8jiv	1	8jiv-assembly1.cif.gz	U	E	Q	Q5I7L1	41	ELECTRON MICROSCOPY			19.300	24.954	robust_ge_10A	0	175	383	0.9831	0.9974	0.9831	0.9846	2.283	2.870	36	24	10	17	12	10	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004361	P03896	Q9VPE2	7227	8ba0	1	8ba0-assembly1.cif.gz	N	P	J	P18933	43	ELECTRON MICROSCOPY			13.126	19.567	robust_ge_10A	0	341	377	1.0000	1.0000	1.0000	0.9062	2.041	2.491	27	24	12	10	11	11	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004362	O43678	O95298	9606	9ti4	1	9ti4-assembly1.cif.gz	G	DA	RA	O95299	45	ELECTRON MICROSCOPY			50.408	53.967	robust_ge_10A	0	112	119	1.0000	1.0000	1.1313	1.0000	2.811	2.729	5	18	4	3	5	9	1	5	1	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004363	P14126	Q06504	559292	8bjq	1	8bjq-assembly1.cif.gz	F	A	B	Q12387	45	ELECTRON MICROSCOPY			43.721	49.570	robust_ge_10A	0	386	195	1.0000	1.0000	0.9974	1.0000	6.244	1.716	0	144	0	0	63	52	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004364	A0A1B4XKT7	A0A1B4XMC1	1351	7nhk	1	7nhk-assembly1.cif.gz	PA	U	N	A0A1B4XKS1	48	ELECTRON MICROSCOPY			36.376	41.433	robust_ge_10A	0	114	117	0.9421	0.9915	0.9421	1.1471	3.575	3.092	1	5	1	1	5	1	0	4	1	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004365	Q8BU88	Q9CQL5	10090	9hcc	1	9hcc-assembly1.cif.gz	T	P	K	Q9D1P0	49	ELECTRON MICROSCOPY			47.100	52.933	robust_ge_10A	0	242	159	0.8231	0.7608	1.1748	0.8833	2.983	5.452	2	0	1	2	0	0	0	6	2	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004366	Q8LCQ4	Q95695	3702	7wg5	1	7wg5-assembly1.cif.gz	P	MA	LA	P56752	58	ELECTRON MICROSCOPY			90.206	92.125	robust_ge_10A	0	212	167	0.7852	0.9489	0.7852	0.9489	2.204	4.503	60	0	18	29	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004367	P80339	Q8VVE3	300852	4w2e	1	4w2e-assembly1.cif.gz	BA	J	Q	P60489	51	X-RAY DIFFRACTION			18.857	22.138	robust_ge_10A	0	59	140	0.9833	1.0000	0.9833	0.8092	3.819	2.479	3	32	3	1	17	10	0	24	1	17	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004368	Q9M3I4	Q9M3K7	3562	4v61	1	4v61-assembly1.cif.gz	O	R	F	P82403	49	ELECTRON MICROSCOPY			18.587	21.991	robust_ge_10A	0	85	58	0.9444	0.5631	0.9444	0.5743	5.793	2.657	0	23	0	0	14	10	0	6	1	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004369	Q921S7	Q9D1I6	10090	9e9c	1	9e9c-assembly1.cif.gz	XA	L	TA	Q9D0G0	56	ELECTRON MICROSCOPY			35.495	41.735	robust_ge_10A	0	394	153	0.9314	0.8693	0.9314	1.0552	2.785	2.610	79	18	33	37	9	10	1	4	1	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004370	P80375	P80381	274	4v8x	2	4v8x-assembly2.cif.gz	QB	ZB	UB	P24320	53	X-RAY DIFFRACTION			22.891	30.558	robust_ge_10A	0	99	79	0.9429	0.8495	0.9429	0.8495	2.559	6.559	33	0	16	14	0	0	0	2	2	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004371	A0A836ABR5	O78754	9940	7zdh	1	7zdh-assembly1.cif.gz	OA	D	FA	A0A6P3DZ89	45	ELECTRON MICROSCOPY			32.919	34.315	robust_ge_10A	0	113	97	1.0000	1.0000	0.9741	0.9898	3.049	3.085	34	13	10	17	10	6	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004372	A6NJ78	Q9Y676	9606	9igu	1	9igu-assembly1.cif.gz	CA	O	FA	Q8N0V3	31	ELECTRON MICROSCOPY			25.320	32.463	robust_ge_10A	0	296	86	0.7273	1.0000	0.7273	0.3333	2.177	2.447	48	34	24	15	12	19	1	8	2	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004373	P62316	Q16560	9606	8y6o	1	8y6o-assembly1.cif.gz	MA	GA	IA	Q6IEG0	41	ELECTRON MICROSCOPY			11.296	13.476	robust_ge_10A	0	104	167	0.8814	0.6789	0.8814	0.6789	2.932	2.486	8	10	3	5	5	6	1	3	2	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004374	F2QMI1	F2QNN8	981350	7xti	1	7xti-assembly1.cif.gz	L	GA	V	C4R0E6	30	ELECTRON MICROSCOPY			33.681	37.170	robust_ge_10A	0	45	434	0.6250	0.8173	0.6250	0.7764	3.033	3.205	26	6	11	12	4	4	1	5	3	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004375	Q8K3C0	Q91V37	10090	9brq	1	9brq-assembly1.cif.gz	EA	A	AA	Q9Z1G4	33	ELECTRON MICROSCOPY			26.204	27.305	robust_ge_10A	0	86	200	0.8776	0.9756	0.8776	0.9756	2.806	2.922	58	47	25	22	25	21	1	7	4	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004376	P32570	P47822	559292	8cen	1	8cen-assembly1.cif.gz	KA	RA	HA	P32569	44	ELECTRON MICROSCOPY			54.461	60.389	robust_ge_10A	0	102	136	0.8430	0.9714	0.8430	0.9714	2.662	2.844	97	14	44	46	7	7	1	7	2	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004377	A8K9D2	Q8IXM3	9606	7a5h	1	7a5h-assembly1.cif.gz	P	EA	Q	P49406	56	ELECTRON MICROSCOPY			16.477	19.986	robust_ge_10A	0	166	117	0.7830	0.8540	0.9274	0.8540	4.511	3.070	3	83	2	2	33	27	0	10	1	10	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004378	F2Z293	P60128	3562	3jcu	1	3jcu-assembly1.cif.gz	QA	EA	Z	Q9M3M6	50	ELECTRON MICROSCOPY			30.221	31.206	robust_ge_10A	0	232	32	0.9547	0.8205	0.9547	0.8205	2.788	3.656	13	4	6	5	4	2	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004379	P00128	P00427	559292	6hu9	1	6hu9-assembly1.cif.gz	R	LA	KA	P00424	44	ELECTRON MICROSCOPY			17.361	21.633	robust_ge_10A	0	93	102	1.0000	0.9444	0.7323	0.6892	4.025	2.869	1	32	1	1	14	15	0	8	4	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004380	Q9MDK5	Q9VPE2	7227	8esz	1	8esz-assembly1.cif.gz	I	CA	EA	Q9V4E0	43	ELECTRON MICROSCOPY			51.814	56.123	robust_ge_10A	0	446	377	1.0000	0.9062	1.0000	0.9062	2.393	5.504	14	0	9	4	0	0	0	2	1	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004381	P0CX55	P40160	559292	8c01	1	8c01-assembly1.cif.gz	H	DA	B	P26783	30	ELECTRON MICROSCOPY			15.007	18.741	robust_ge_10A	0	69	239	0.6389	0.5624	0.4726	0.5624	2.855	4.466	27	0	13	11	0	0	0	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004382	Q9CQ40	Q9CY73	10090	9e9c	1	9e9c-assembly1.cif.gz	KA	GA	MA	Q9CPY1	56	ELECTRON MICROSCOPY			32.459	37.038	robust_ge_10A	0	132	279	0.7952	0.9058	0.7952	0.8378	7.226	3.116	0	19	0	0	7	10	0	7	4	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004383	P60866	Q9NPD3	9606	9g8o	1	9g8o-assembly1.cif.gz	MA	N	J	Q9Y3B2	49	ELECTRON MICROSCOPY			40.548	43.339	robust_ge_10A	0	104	289	0.8739	0.9731	0.8739	1.1796	2.699	2.153	21	67	12	11	34	32	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004384	P18930	Q9MDK5	7227	8esw	1	8esw-assembly1.cif.gz	H	J	U	Q9VTU2	43	ELECTRON MICROSCOPY			49.526	54.368	robust_ge_10A	0	105	446	0.8974	1.0000	0.8974	1.0000	3.523	2.515	12	70	5	6	26	30	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004385	O14180	O74904	284812	8eth	1	8eth-assembly1.cif.gz	MA	CA	LA	Q9Y7Z1	38	ELECTRON MICROSCOPY			18.027	22.630	robust_ge_10A	0	304	116	0.9935	0.9508	0.9935	0.9508	7.649	2.844	0	22	0	0	13	5	0	6	1	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
