protein_a	protein_c	example_evidence	reason	details
A5U095	A5U0A0	7f0d-assembly1.cif.gz:K-Y	canonical_coverage_exceeds_construct_guardrail	chains=29;heavy=19.982;cbca=22.873
A5U5D7	A5U8B9	7f0d-assembly1.cif.gz:J-W	canonical_coverage_exceeds_construct_guardrail	chains=29;heavy=23.812;cbca=27.965
A5U090	A5U158	7f0d-assembly1.cif.gz:C-V	low_canonical_coverage	chains=29;heavy=25.551;cbca=29.232
A5U0A0	A5U0A6	7f0d-assembly1.cif.gz:K-O	canonical_coverage_exceeds_construct_guardrail	chains=29;heavy=40.610;cbca=42.248
A5U0A0	A5U5D7	7f0d-assembly1.cif.gz:K-W	canonical_coverage_exceeds_construct_guardrail	chains=29;heavy=20.006;cbca=23.663
A5U090	A5U300	7f0d-assembly1.cif.gz:C-Q	low_canonical_coverage	chains=29;heavy=33.242;cbca=37.048
A5U158	A5U6Y6	7f0d-assembly1.cif.gz:V-X	canonical_coverage_exceeds_construct_guardrail	chains=29;heavy=14.613;cbca=17.447
P35998	Q9Y5A7	9e8g-assembly1.cif.gz:A-FA	low_construct_coverage	chains=35;heavy=25.979;cbca=29.687
P62195	Q9Y5A7	9e8g-assembly1.cif.gz:C-FA	low_construct_coverage	chains=35;heavy=55.919;cbca=59.920
P62191	Q9Y5A7	9e8g-assembly1.cif.gz:B-FA	low_construct_coverage	chains=35;heavy=30.462;cbca=32.608
P20618	Q9Y5A7	9e8g-assembly1.cif.gz:FA-T	low_construct_coverage	chains=35;heavy=42.485;cbca=46.270
P87126	Q09882	3jb9-assembly1.cif.gz:M-Y	low_construct_coverage	chains=38;heavy=24.003;cbca=28.499
O14187	O94508	3jb9-assembly1.cif.gz:A-X	low_canonical_coverage	chains=38;heavy=8.560;cbca=11.366
O43071	P87312	3jb9-assembly1.cif.gz:BA-R	low_construct_coverage	chains=38;heavy=25.516;cbca=28.906
O74772	Q9UUC6	3jb9-assembly1.cif.gz:AA-Z	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=33.406;cbca=36.289
P87126	P87312	3jb9-assembly1.cif.gz:EA-Y	low_construct_coverage	chains=38;heavy=25.304;cbca=30.977
Q9P7R9	Q9UUC6	3jb9-assembly1.cif.gz:FA-Z	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=48.872;cbca=50.618
O13615	P87126	3jb9-assembly1.cif.gz:K-Y	low_construct_coverage	chains=38;heavy=26.617;cbca=29.877
O94508	Q9USV3	3jb9-assembly1.cif.gz:DA-X	low_canonical_coverage	chains=38;heavy=39.365;cbca=44.408
Q09882	Q9USV3	3jb9-assembly1.cif.gz:DA-M	low_construct_coverage	chains=38;heavy=22.379;cbca=25.011
P87312	Q9UUC6	3jb9-assembly1.cif.gz:EA-Z	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=9.273;cbca=14.587
P32774	P34087	7zsb-assembly1.cif.gz:G-V	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=22.328;cbca=26.118
Q03290	Q3E7C1	7zsb-assembly1.cif.gz:BA-Z	low_construct_coverage	chains=36;heavy=92.484;cbca=96.913
P29055	Q03290	7zsb-assembly1.cif.gz:M-Z	low_construct_coverage	chains=36;heavy=31.026;cbca=34.159
O13802	P0CT68	8eup-assembly1.cif.gz:J-S	canonical_coverage_exceeds_construct_guardrail	chains=37;heavy=11.843;cbca=15.988
O13802	Q9P784	8eup-assembly1.cif.gz:I-J	canonical_coverage_exceeds_construct_guardrail	chains=37;heavy=36.815;cbca=44.882
G0RZB5	G0SH11	6h7w-assembly1.cif.gz:A-T	canonical_coverage_exceeds_construct_guardrail	chains=20;heavy=88.777;cbca=95.424
K9TUG4	K9TVF3	9i9l-assembly1.cif.gz:B-Z	short_observed_construct	chains=36;heavy=31.123;cbca=36.170
K9TVX2	K9U6S7	9i9l-assembly1.cif.gz:D-G	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=25.887;cbca=31.052
O74791	P0CT68	8etj-assembly1.cif.gz:DA-S	low_construct_coverage	chains=33;heavy=22.162;cbca=25.869
P05734	P0CT60	8etj-assembly1.cif.gz:R-V	canonical_coverage_exceeds_construct_guardrail	chains=33;heavy=10.974;cbca=13.698
O94476	Q96WW3	8etj-assembly1.cif.gz:GA-HA	low_construct_coverage	chains=33;heavy=14.907;cbca=21.361
O42832	P40372	8etj-assembly1.cif.gz:D-FA	low_construct_coverage	chains=33;heavy=18.475;cbca=21.761
Q10192	Q96WW3	8etj-assembly1.cif.gz:HA-Q	low_construct_coverage	chains=33;heavy=36.776;cbca=43.268
O74791	P25457	8etj-assembly1.cif.gz:DA-F	low_construct_coverage	chains=33;heavy=39.871;cbca=45.477
G0S2N1	G0SI54	9l5r-assembly1.cif.gz:RA-W	low_construct_coverage	chains=45;heavy=62.824;cbca=63.619
G0S394	G0S730	9l5r-assembly1.cif.gz:SA-U	low_construct_coverage	chains=45;heavy=35.138;cbca=36.409
G0S730	G0SI53	9l5r-assembly1.cif.gz:LA-U	low_construct_coverage	chains=45;heavy=95.803;cbca=98.313
G0SF87	G0SI53	9l5r-assembly1.cif.gz:LA-R	low_canonical_coverage	chains=45;heavy=51.612;cbca=54.871
G0RY82	G0RZD9	9l5r-assembly1.cif.gz:D-MA	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=21.622;cbca=23.401
G0S394	G0SFN9	9l5r-assembly1.cif.gz:SA-Y	low_canonical_coverage	chains=45;heavy=27.249;cbca=28.129
G0S6F0	G0SDM8	9l5r-assembly1.cif.gz:IA-K	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=70.705;cbca=70.705
G0S754	G0SFN9	9l5r-assembly1.cif.gz:Y-Z	low_construct_coverage	chains=45;heavy=16.353;cbca=22.749
G0RY84	G0SDJ6	9l5r-assembly1.cif.gz:F-TA	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=74.457;cbca=76.059
G0RZD9	G0S6F0	9l5r-assembly1.cif.gz:G-IA	low_construct_coverage	chains=45;heavy=79.973;cbca=80.372
G0S394	G0S754	9l5r-assembly1.cif.gz:SA-Z	low_construct_coverage	chains=45;heavy=44.177;cbca=48.216
G0RZL0	G0SFN9	9l5r-assembly1.cif.gz:OA-Y	low_canonical_coverage	chains=45;heavy=48.832;cbca=51.801
G0SI53	G0SI54	9l5r-assembly1.cif.gz:LA-RA	low_construct_coverage	chains=45;heavy=61.748;cbca=62.960
G0RZE2	G0SDM8	9l5r-assembly1.cif.gz:K-VA	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=49.258;cbca=50.814
G0RZD9	G0S405	9l5r-assembly1.cif.gz:D-NA	low_construct_coverage	chains=45;heavy=23.121;cbca=27.226
G0S2N1	G0SFY0	9l5r-assembly1.cif.gz:Q-W	low_construct_coverage	chains=45;heavy=75.369;cbca=80.384
P22139	Q99278	8cen-assembly1.cif.gz:GA-J	canonical_coverage_exceeds_construct_guardrail	chains=44;heavy=38.229;cbca=40.482
P20433	P25046	8cen-assembly1.cif.gz:D-QA	low_construct_coverage	chains=44;heavy=27.056;cbca=30.406
P38633	Q12321	8cen-assembly1.cif.gz:SA-TA	low_construct_coverage	chains=44;heavy=92.929;cbca=97.265
P32773	P38902	8cen-assembly1.cif.gz:S-U	canonical_coverage_exceeds_construct_guardrail	chains=44;heavy=19.176;cbca=22.866
P27999	P32570	8cen-assembly1.cif.gz:I-KA	canonical_coverage_exceeds_construct_guardrail	chains=44;heavy=13.179;cbca=16.861
P38782	Q12321	8cen-assembly1.cif.gz:EA-TA	low_construct_coverage	chains=44;heavy=56.720;cbca=62.914
A0A125YYV1	A0A125YZP0	9g9t-assembly1.cif.gz:W-X	low_construct_coverage	chains=24;heavy=8.125;cbca=11.292
A0A125YTU2	A0A125YYV1	9g9t-assembly1.cif.gz:B-L	low_construct_coverage	chains=24;heavy=27.694;cbca=29.933
A0A125YYV1	S8GED8	9g9t-assembly1.cif.gz:L-Q	low_construct_coverage	chains=24;heavy=8.267;cbca=12.302
A0A125YYV1	A0A125YZ21	9g9t-assembly1.cif.gz:U-X	low_construct_coverage	chains=24;heavy=32.421;cbca=35.461
A0A125YW21	A0A125YYV1	9g9t-assembly1.cif.gz:H-L	low_construct_coverage	chains=24;heavy=8.616;cbca=12.335
A0A125YU99	A0A125YYV1	9g9t-assembly1.cif.gz:F-L	low_construct_coverage	chains=24;heavy=34.911;cbca=38.656
A0A125YU99	A0A125YZC1	9g9t-assembly1.cif.gz:F-O	low_construct_coverage	chains=24;heavy=13.377;cbca=18.921
P20434	P32774	7zsa-assembly1.cif.gz:E-V	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=21.856;cbca=26.718
P20433	P32774	7zsa-assembly1.cif.gz:D-V	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=14.264;cbca=17.109
P32774	Q12004	7zsa-assembly1.cif.gz:AA-V	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=64.126;cbca=65.744
A0ACD6B8W3	A0ACD6B8W6	8kea-assembly1.cif.gz:G-M	short_observed_construct	chains=45;heavy=24.179;cbca=26.189
A0ACD6B8W5	A0ACD6B8X1	8kea-assembly1.cif.gz:C-LA	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=27.019;cbca=29.054
A0ACD6B8W3	A0ACD6B8X0	8kea-assembly1.cif.gz:EA-G	short_observed_construct	chains=45;heavy=40.477;cbca=43.995
A0ACD6B8W3	A0ACD6B8W7	8kea-assembly1.cif.gz:G-S	short_observed_construct	chains=45;heavy=21.341;cbca=26.540
A0ACD6B8W5	A0ACD6B8W9	8kea-assembly1.cif.gz:A-W	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=14.991;cbca=17.553
Q13435	Q13523	8qxd-assembly1.cif.gz:T-Z	low_construct_coverage	chains=56;heavy=37.346;cbca=37.743
P06509	P82248	5x8t-assembly1.cif.gz:C-DA	low_canonical_coverage	chains=29;heavy=15.607;cbca=21.926
P42920	P42921	6tpq-assembly1.cif.gz:H-X	low_canonical_coverage	chains=29;heavy=15.082;cbca=15.877
O74772	Q9UTK6	9esi-assembly1.cif.gz:IA-O	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=27.229;cbca=28.609
O59734	P39964	9esi-assembly1.cif.gz:AA-I	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=28.243;cbca=33.446
O14036	P78794	9esi-assembly1.cif.gz:G-Q	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=8.500;cbca=12.231
O13615	O59734	9esi-assembly1.cif.gz:I-K	low_canonical_coverage	chains=39;heavy=8.477;cbca=13.712
O94316	Q9HE06	9esi-assembly1.cif.gz:B-LA	low_construct_coverage	chains=39;heavy=27.831;cbca=31.036
O59733	O59734	9esi-assembly1.cif.gz:I-Y	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=37.936;cbca=42.224
O59733	P78794	9esi-assembly1.cif.gz:CA-Q	low_construct_coverage	chains=39;heavy=19.719;cbca=22.971
O14161	Q09882	9esi-assembly1.cif.gz:FA-L	low_construct_coverage	chains=39;heavy=40.511;cbca=43.545
O14036	O94316	9esi-assembly1.cif.gz:B-G	low_construct_coverage	chains=39;heavy=106.002;cbca=108.642
O13758	P87126	9esi-assembly1.cif.gz:JA-P	low_construct_coverage	chains=39;heavy=36.509;cbca=42.719
O13758	O42661	9esi-assembly1.cif.gz:F-JA	low_construct_coverage	chains=39;heavy=73.636;cbca=77.891
O94316	Q9HE07	9esi-assembly1.cif.gz:B-KA	low_construct_coverage	chains=39;heavy=30.372;cbca=33.784
O74772	Q9USV3	9esi-assembly1.cif.gz:O-Z	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=14.042;cbca=17.303
O14036	Q9UTK6	9esi-assembly1.cif.gz:G-IA	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=50.749;cbca=56.165
P87051	Q10163	9esi-assembly1.cif.gz:E-HA	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=33.763;cbca=37.506
O14187	Q9HE06	9esi-assembly1.cif.gz:A-LA	low_construct_coverage	chains=39;heavy=34.766;cbca=39.154
O43071	Q9HE07	9esi-assembly1.cif.gz:EA-KA	low_construct_coverage	chains=39;heavy=50.098;cbca=54.492
O42661	Q9HE06	9esi-assembly1.cif.gz:F-LA	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=45.136;cbca=49.150
O14161	O94316	9esi-assembly1.cif.gz:B-FA	low_construct_coverage	chains=39;heavy=62.292;cbca=64.240
O14187	Q9P7R9	9esi-assembly1.cif.gz:A-BA	low_construct_coverage	chains=39;heavy=22.932;cbca=26.033
O14161	Q9HE07	9esi-assembly1.cif.gz:FA-KA	low_construct_coverage	chains=39;heavy=21.229;cbca=24.449
Q10163	Q9USZ3	9esi-assembly1.cif.gz:E-H	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=9.969;cbca=14.163
P78794	Q9P6R9	9esi-assembly1.cif.gz:GA-Q	low_construct_coverage	chains=39;heavy=74.102;cbca=76.078
Q9HE07	Q9P6R9	9esi-assembly1.cif.gz:GA-KA	low_construct_coverage	chains=39;heavy=9.976;cbca=14.492
O14161	P87126	9esi-assembly1.cif.gz:FA-P	low_construct_coverage	chains=39;heavy=35.368;cbca=39.492
P87126	Q9P7R9	9esi-assembly1.cif.gz:P-X	low_construct_coverage	chains=39;heavy=27.843;cbca=29.340
A0A0M3KL12	E1C9K8	5l8r-assembly1.cif.gz:D-F	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=18.226;cbca=25.540
D5MAL3	E1C9L1	5l8r-assembly1.cif.gz:J-L	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=24.907;cbca=28.402
A0A0F6NGI2	P05310	5l8r-assembly1.cif.gz:A-B	low_canonical_coverage	chains=16;heavy=40.827;cbca=44.097
Q9BTD8	Q9Y3B4	8r0a-assembly1.cif.gz:R-Z	low_construct_coverage	chains=56;heavy=15.314;cbca=16.332
P55769	Q8WVK2	8r0a-assembly1.cif.gz:I-M	short_observed_construct	chains=56;heavy=43.434;cbca=43.434
Q53GS9	Q9Y3B4	8r0a-assembly1.cif.gz:U-Z	low_construct_coverage	chains=56;heavy=11.587;cbca=11.587
O31418	P55874	6tnn-assembly1.cif.gz:AA-H	canonical_coverage_exceeds_construct_guardrail	chains=29;heavy=15.116;cbca=16.772
P20278	P42919	6tnn-assembly1.cif.gz:BA-W	low_canonical_coverage	chains=29;heavy=38.958;cbca=42.440
G1SIZ2	G1TA47	7syv-assembly1.cif.gz:F-V	short_observed_construct	chains=36;heavy=12.227;cbca=19.670
O14818	O15205	9e8o-assembly1.cif.gz:GA-J	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=12.515;cbca=14.913
O15205	P60900	9e8o-assembly1.cif.gz:G-GA	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=15.664;cbca=18.282
O00232	O15205	9e8o-assembly1.cif.gz:GA-W	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=12.114;cbca=14.182
O15205	P28066	9e8o-assembly1.cif.gz:GA-K	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=16.579;cbca=16.967
O15205	Q15008	9e8o-assembly1.cif.gz:GA-Y	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=29.086;cbca=31.876
O15205	P28070	9e8o-assembly1.cif.gz:GA-T	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=53.253;cbca=56.861
O15205	P51665	9e8o-assembly1.cif.gz:GA-Z	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=42.515;cbca=45.624
O15205	P20618	9e8o-assembly1.cif.gz:GA-S	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=44.182;cbca=46.901
A0A9R0J7P2	A0A9R0JIF6	9grx-assembly1.cif.gz:MA-N	canonical_coverage_exceeds_construct_guardrail	chains=42;heavy=20.975;cbca=22.267
Q9M3M0	Q9M3M1	9grx-assembly1.cif.gz:K-T	canonical_coverage_exceeds_construct_guardrail	chains=42;heavy=16.414;cbca=21.677
Q9M3J4	Q9M3M1	9grx-assembly1.cif.gz:J-P	low_canonical_coverage	chains=42;heavy=41.896;cbca=47.794
A0A9R0K504	Q9M3M0	9grx-assembly1.cif.gz:K-O	canonical_coverage_exceeds_construct_guardrail	chains=42;heavy=8.038;cbca=12.412
A0A9R0J7P2	Q9M3I8	9grx-assembly1.cif.gz:N-Q	canonical_coverage_exceeds_construct_guardrail	chains=42;heavy=32.767;cbca=36.432
A0A1Y2NM78	A0A1Y2NNI7	9qt5-assembly1.cif.gz:S-T	canonical_coverage_exceeds_construct_guardrail	chains=28;heavy=27.921;cbca=31.519
A0A1Y2NMA9	A0A1Y2NV37	9qt5-assembly1.cif.gz:I-X	short_observed_construct	chains=28;heavy=19.168;cbca=20.785
A0A1Y2NMD2	A0A1Y2NNI7	9qt5-assembly1.cif.gz:BA-S	canonical_coverage_exceeds_construct_guardrail	chains=28;heavy=22.700;cbca=26.883
A0A1Y2NN24	A0A1Y2NV37	9qt5-assembly1.cif.gz:L-X	short_observed_construct	chains=28;heavy=24.893;cbca=28.471
A0A1Y2NM88	A0A1Y2NV37	9qt5-assembly1.cif.gz:E-X	short_observed_construct	chains=28;heavy=14.052;cbca=15.255
A0A1Y2NNX4	A0A1Y2NV37	9qt5-assembly1.cif.gz:O-X	short_observed_construct	chains=28;heavy=15.857;cbca=21.851
P10663	P40033	8d8k-assembly1.cif.gz:N-R	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=29.746;cbca=33.156
O75012	P53292	8d8k-assembly1.cif.gz:AA-Z	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=86.313;cbca=91.622
P53292	P53937	8d8k-assembly1.cif.gz:AA-M	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=19.595;cbca=23.311
P38175	P53305	8d8k-assembly1.cif.gz:T-X	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=11.697;cbca=14.784
P02381	P53937	8d8k-assembly1.cif.gz:C-M	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=26.472;cbca=30.966
P05749	P40693	6em5-assembly1.cif.gz:OA-U	canonical_coverage_exceeds_construct_guardrail	chains=54;heavy=10.069;cbca=22.358
P10962	Q03532	6em5-assembly1.cif.gz:D-ZA	low_canonical_coverage	chains=54;heavy=64.034;cbca=71.400
P0CX36	Q08444	8cbj-assembly1.cif.gz:E-JA	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=13.138;cbca=17.212
Q01855	Q08444	8cbj-assembly1.cif.gz:JA-P	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=18.047;cbca=21.210
P48589	Q08444	8cbj-assembly1.cif.gz:JA-M	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=26.628;cbca=30.076
P0CX36	P38747	8cbj-assembly1.cif.gz:E-K	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=22.131;cbca=23.457
P60709	Q13561	9b85-assembly1.cif.gz:H-Q	short_observed_construct	chains=19;heavy=19.048;cbca=20.319
Q13561	Q9NZ32	9b85-assembly1.cif.gz:J-P	low_construct_coverage	chains=19;heavy=19.411;cbca=23.189
P06103	Q08745	8cas-assembly1.cif.gz:D-KA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=14.759;cbca=15.221
P33442	P38431	8cas-assembly1.cif.gz:IA-Q	low_construct_coverage	chains=47;heavy=34.982;cbca=34.982
P09064	P0CX86	8cas-assembly1.cif.gz:SA-VA	short_observed_construct	chains=47;heavy=36.316;cbca=41.291
P06103	P41057	8cas-assembly1.cif.gz:KA-N	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=11.720;cbca=11.720
P38011	P38912	8cas-assembly1.cif.gz:A-DA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=21.914;cbca=22.489
P0CX36	P38912	8cas-assembly1.cif.gz:A-S	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=18.012;cbca=18.083
Q86V81	Q86W42	7znk-assembly1.cif.gz:L-N	canonical_coverage_exceeds_construct_guardrail	chains=30;heavy=40.164;cbca=46.792
Q86V81	Q8NI27	7znk-assembly1.cif.gz:BA-Z	low_canonical_coverage	chains=30;heavy=22.679;cbca=24.035
P53333	Q03654	5mq0-assembly1.cif.gz:H-O	low_construct_coverage	chains=40;heavy=25.378;cbca=31.997
Q02260	Q03375	5mq0-assembly1.cif.gz:GA-R	canonical_coverage_exceeds_construct_guardrail	chains=40;heavy=10.489;cbca=14.390
P40968	Q08963	5mq0-assembly1.cif.gz:U-W	low_construct_coverage	chains=40;heavy=18.465;cbca=19.103
P32523	Q08963	5mq0-assembly1.cif.gz:QA-W	low_construct_coverage	chains=40;heavy=32.998;cbca=37.800
P40567	Q03375	5mq0-assembly1.cif.gz:LA-R	canonical_coverage_exceeds_construct_guardrail	chains=40;heavy=23.742;cbca=23.742
I7M2C6	W7XJB1	8bwy-assembly1.cif.gz:L-Q	low_construct_coverage	chains=19;heavy=171.658;cbca=175.364
A0A222AI74	A0A222AI80	8wb4-assembly1.cif.gz:E-GA	canonical_coverage_exceeds_construct_guardrail	chains=60;heavy=45.671;cbca=51.838
A0A222AI54	A0A222AIE4	8wb4-assembly1.cif.gz:AB-J	canonical_coverage_exceeds_construct_guardrail	chains=60;heavy=17.960;cbca=23.016
A0A222AIA0	A0A222AIE4	8wb4-assembly1.cif.gz:H-IA	canonical_coverage_exceeds_construct_guardrail	chains=60;heavy=10.195;cbca=14.601
O43395	P62316	6qw6-assembly1.cif.gz:D-F	low_construct_coverage	chains=36;heavy=20.842;cbca=24.989
P62318	Q9BTD8	6qw6-assembly1.cif.gz:Q-R	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=13.718;cbca=15.031
O43290	P62310	6qw6-assembly1.cif.gz:EA-LA	low_construct_coverage	chains=36;heavy=46.244;cbca=48.549
P62310	Q9BTD8	6qw6-assembly1.cif.gz:EA-KA	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=45.498;cbca=49.632
O43172	Q9BTD8	6qw6-assembly1.cif.gz:G-R	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=45.926;cbca=46.387
O94906	Q8WVK2	6qw6-assembly1.cif.gz:V-X	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=12.711;cbca=16.040
P62312	Q9BTD8	6qw6-assembly1.cif.gz:HA-KA	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=40.514;cbca=46.717
Q383G5	Q38BS2	6hiz-assembly1.cif.gz:B-N	low_construct_coverage	chains=27;heavy=11.790;cbca=17.588
Q387C7	Q38BS2	6hiz-assembly1.cif.gz:B-Y	low_construct_coverage	chains=27;heavy=10.970;cbca=15.148
P0CX31	Q04500	9n7b-assembly1.cif.gz:GA-M	low_construct_coverage	chains=34;heavy=56.975;cbca=61.257
Q56219	Q56226	6q8o-assembly1.cif.gz:F-K	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=17.418;cbca=20.956
Q56217	Q5SKZ7	6q8o-assembly1.cif.gz:I-P	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=42.620;cbca=43.978
Q56221	Q56225	6q8o-assembly1.cif.gz:C-J	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=30.806;cbca=36.636
P69061	Q6CIM1	8s8i-assembly1.cif.gz:DA-HA	low_construct_coverage	chains=39;heavy=19.280;cbca=20.981
P33285	Q6CW78	8s8i-assembly1.cif.gz:FA-Z	canonical_coverage_exceeds_construct_guardrail	chains=39;heavy=15.350;cbca=22.067
Q6CWD0	Q6CXM0	3j80-assembly1.cif.gz:B-T	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=9.932;cbca=16.387
P69061	Q6CXT6	3j80-assembly1.cif.gz:GA-V	low_construct_coverage	chains=36;heavy=9.110;cbca=13.172
P82190	P82245	5h1s-assembly1.cif.gz:X-Y	low_canonical_coverage	chains=29;heavy=32.484;cbca=34.652
P82191	P82411	5h1s-assembly1.cif.gz:F-FA	low_construct_coverage	chains=29;heavy=24.128;cbca=28.056
P24613	P82245	5h1s-assembly1.cif.gz:T-Y	low_canonical_coverage	chains=29;heavy=13.621;cbca=16.044
P82248	P82411	5h1s-assembly1.cif.gz:FA-Z	low_construct_coverage	chains=29;heavy=37.597;cbca=41.876
P09596	P82411	5h1s-assembly1.cif.gz:FA-M	low_construct_coverage	chains=29;heavy=45.125;cbca=46.303
P27683	P82248	5h1s-assembly1.cif.gz:W-Z	canonical_coverage_exceeds_construct_guardrail	chains=29;heavy=11.537;cbca=11.853
P28803	Q9LWB5	5h1s-assembly1.cif.gz:K-V	low_canonical_coverage	chains=29;heavy=25.025;cbca=28.776
P82413	Q9LWB5	5h1s-assembly1.cif.gz:R-V	low_canonical_coverage	chains=29;heavy=15.860;cbca=23.274
P24384	P25337	6bk8-assembly1.cif.gz:I-P	low_construct_coverage	chains=41;heavy=18.666;cbca=20.933
P24384	P53277	6bk8-assembly1.cif.gz:P-R	low_canonical_coverage	chains=41;heavy=20.253;cbca=26.459
P40968	Q04048	6bk8-assembly1.cif.gz:M-U	low_construct_coverage	chains=41;heavy=31.377;cbca=32.676
P33411	Q04048	6bk8-assembly1.cif.gz:Q-U	low_construct_coverage	chains=41;heavy=20.149;cbca=25.168
Q02939	Q03290	7zs9-assembly1.cif.gz:Y-Z	low_construct_coverage	chains=36;heavy=75.769;cbca=80.875
A0A2R8YHB3	Q92541	9eh1-assembly1.cif.gz:R-X	low_canonical_coverage	chains=32;heavy=55.489;cbca=57.195
B7Z4W0	Q96ST2	9eh1-assembly1.cif.gz:O-S	low_canonical_coverage	chains=32;heavy=65.012;cbca=83.254
A0A2R8YHB3	Q9GZS3	9eh1-assembly1.cif.gz:W-X	low_canonical_coverage	chains=32;heavy=16.796;cbca=21.571
O43290	Q9Y333	8r0b-assembly1.cif.gz:HB-T	low_construct_coverage	chains=54;heavy=64.276;cbca=64.276
P73093	P74135	8to2-assembly1.cif.gz:CA-P	low_construct_coverage	chains=29;heavy=38.193;cbca=38.193
P74135	Q01950	8to2-assembly1.cif.gz:CA-Q	low_construct_coverage	chains=29;heavy=37.262;cbca=40.935
G0SA63	G0SFY0	9l5t-assembly1.cif.gz:HA-O	low_construct_coverage	chains=38;heavy=111.836;cbca=113.087
G0S1V3	G0SA63	9l5t-assembly1.cif.gz:HA-S	low_construct_coverage	chains=38;heavy=35.550;cbca=38.908
G0SFN9	G0SG70	9l5t-assembly1.cif.gz:GA-Y	low_canonical_coverage	chains=38;heavy=43.010;cbca=46.483
G0SA63	G0SDM8	9l5t-assembly1.cif.gz:HA-K	low_construct_coverage	chains=38;heavy=12.292;cbca=13.556
G0S2N1	G0S5W9	9l5t-assembly1.cif.gz:W-Z	low_construct_coverage	chains=38;heavy=11.316;cbca=19.379
G0S5W9	G0SFY0	9l5t-assembly1.cif.gz:O-Z	low_construct_coverage	chains=38;heavy=40.928;cbca=42.208
G0S4Q2	G0S620	9l5t-assembly1.cif.gz:I-N	low_construct_coverage	chains=38;heavy=41.575;cbca=42.869
G0S1V3	G0S5W9	9l5t-assembly1.cif.gz:S-Z	low_construct_coverage	chains=38;heavy=18.719;cbca=20.741
G0RY84	G0S4Q2	9l5t-assembly1.cif.gz:N-PA	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=20.423;cbca=20.423
G0S8A6	G0SDJ6	9l5t-assembly1.cif.gz:F-L	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=14.758;cbca=16.847
G0SA63	G0SHQ3	9l5t-assembly1.cif.gz:FA-HA	low_construct_coverage	chains=38;heavy=67.936;cbca=68.688
G0S5W9	G0S8J0	9l5t-assembly1.cif.gz:AA-Z	low_construct_coverage	chains=38;heavy=78.633;cbca=79.415
